headline,date,month,year,content,link,hoax
Video “Perdana Menteri Israel Benjamin Netanyahu: Cara Membunuh Orang Islam”,7,February,2022,"Narasi tertulis video SESUAI Benjamin Netanyahu . Isi video berisikan Netanyahu model rudal anti-balistik Israel jarum suntik vaksinasi membunuh orang Islam.Selengkapnya PENJELASAN REFERENSIKategori : Konten MenyesatkanAkun Facebook Aldi Tanjung 17 Januari 2022 mengunggah video Perdana Menteri Israel Benjamin Netanyahu berbicara bahasa Ibrani miniatur peluru , rudal , suntik.Video dilengkapi narasi bahasa Indonesia : “ benjamin netanyahu perdana menteri israel , membunuh orang islam : PELURU , : Rudal , … Ya…Kita Bunuh VAKSIN ” Sumber : perma.cc/47K3-YKDJ PENJELASANBerdasarkan hasil penelusuran , video diklaim disertai narasi mengklaim Perdana Menteri Israel Benjamin Netanyahu menerangkan membunuh orang Islam dengantiga : rudal , peluru vaksin klaim menyesatkan.Faktanya , narasi tertulis video sesuai Benjamin Netanyahu . Isi video berisikan Netanyahu model rudal anti-balistik Israel jarum suntik vaksinasi membunuh orang Islam.Sebelum , video klaim diperiksa faktanya artikel berjudul Video Pernyataan “ Netanyahu Membunuh Muslim Vaksin ” terbit turnbackhoax.id 14 Mei 2021.Dilansir artikel , isi video Netanyahu model rudal anti-balistik Israel jarum suntik vaksinasi . , Netanyahu model rudal anti-balistik jarum suntik tamu-tamu negeri.Ditambahkan Tempo mengutip situs berita Haaretz , video dipublikasikan halaman Facebook Benjamin Netanyahu 18 Januari 2021 . Video merekam PM Israel menyimpan jarum suntik menyuntiknya vaksin Covid-19 , koleksi benda lainnya.Haaretz menulis lengkap Isi pernyataan Benjamin bahasa Inggris diterjemahkan ; “ kali berkunjung negeri , mata panah , ” Netanyahu video , etalase kantornya menampilkan replika panah Romawi Yodfat , Romawi menjatuhkan benteng Galilea. “ memberitahu , orang Romawi , lagi. ” menyajikan , tampilan , model rudal anti-balistik Israel. “ , panah , ” , pindah etalase jarum suntik tunggal . “ jarum suntik vaksin jutaan vaksin bawa Israel . negara dunia virus corona . keyakinan , terjadi. ” dasar kayu layar jarum suntik , plakat bertuliskan salah kutipan Netanyahu : “ suntikan manusia , langkah kesehatan semua. ” Netanyahu menerima inokulasi virus corona Israel dosis vaksin Pfizer/BioNTech Desember 2020 . , program vaksinasi Israel berjalan cepat.REFERENSIhttps : //turnbackhoax.id/2021/05/14/salah-video-pernyataan-netanyahu-akan-membunuh-muslim-dengan-vaksin/https : //cekfakta.tempo.co/fakta/1640/keliru-video-yang-diklaim-pernyataan-perdana-menteri-israel-tentang-cara-membunuh-orang-islamhttps : //www.haaretz.com/israel-news/netanyahu-keeps-syringe-from-his-coronavirus-vaccine-on-display-in-his-office-1.9461795",https://turnbackhoax.id/2022/02/07/salah-video-perdana-menteri-israel-benjamin-netanyahu-cara-membunuh-orang-islam/,1
"“Demonstran di Israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata, hidung, mulut dan telinga”",1,February,2022,"Israel tubuhnya tertanam nanochip . Aksi demonstrasi video Irak 2019 menentang Perdana Menteri Adel Abdul Mahdi . Penyebab asap kepala pengunjuk kapsul peluru gas air mata ditembakkan aparat keamanan menembus tengkorak korban.Selengkapnya PENJELASAN REFERENSIKategori : Konteks SalahAkun Facebook Duck Sen 18 Januari 2022 mengunggah gambar video video orang terkapar kondisi wajah mengeluarkan darah asap grup Duck Sen official . gambar unggah narasi : “ demonstran Israel yg menentang kebijakan Presiden tiba² kepalannya mengeluarkan asap putih hidung , mulut , mata telinga tubuhnya sdh tertanam NANO CHIP yg bertabrakan dgn gelombang . frequensi jaringan 5G reaksinya sepaerti ini… elite igin memusnahkan orang yg tinggal menekan tombol on… ! Nano Chip berbeda dgn Implan Chip… ! Implan Chip biji beras Nano Chip berukuran sehelai rambut belah 1000… Nano Chip terkandung Vaksin… ! ! ” Sumber : perma.cc/9S45-SLLK PENJELASANBerdasarkan hasil penelusuran , video orang terkapar kondisi wajah mengeluarkan darah asap diklaim demonstran Israel menentang kebijakan Presiden kepalanya mengeluarkan asap putih hidung , mulut , mata telinga tubuhnya tertanam nanochip klaim salah.Faktanya , Israel tubuhnya tertanam nanochip . Aksi demonstrasi video Irak 2019 menentang Perdana Menteri Adel Abdul Mahdi . Penyebab asap kepala pengunjuk kapsul peluru gas air mata ditembakkan aparat keamanan menembus tengkorak korban.Dilansir Tempo , video identik kualitas diunggah Youtube kanal Newsy , 12 November 2019 judul , “ ’ Non-Lethal ’ Crackdown On Protests Turns Deadly In Iraq. ” kanal , bukti sumber terduga korban pengunjuk : tabung gas air mata ditembakkan langsung kerumunan.Video analisis tewasnya orang demonstran akibat peluru gas air mata menembus tengkorak , dimuat Youtube kanal situs berita NBC News 19 November 2019 judul , “ Iraqi Protesters Dying From Tear Gas Canisters To The Skull | NBC News Now. ” NBC News , protes Irak berdarah , merenggut ratusan nyawa melukai ribuan . Video dibagikan media sosial mengerikan . Emmanuelle Saliba NBC News menjalani proses menganalisis memverifikasi video pasukan keamanan kekuatan mematikan menindak pengunjuk rasa.REFERENSIhttps : //cekfakta.tempo.co/fakta/1624/keliru-video-demonstran-penentang-presiden-israel-kepalanya-terbakar-dan-mengeluarkan-asap-akibat-nanochip-dalam-tubuhnya-bertabrakan-dengan-jaringan-5ghttps : //www.youtube.com/watch ? vtdV6CQdk3XAhttps : //www.youtube.com/watch ? v1RAQ48HPSQw",https://turnbackhoax.id/2022/02/01/salah-demonstran-di-israel-tiba2-kepalanya-terbakar-mengeluarkan-asap-putih-dari-mata-hidung-mulut-dan-telinga/,1
Presiden Biden Berlutut di Hadapan Presiden Israel dan Menyatakan Dukungan Penuh untuk Israel,10,July,2021,"Hasil Periksa Fakta Khairunnisa Andini .Biden berlutut bentuk gurauan kekagumannya Kepala Staf Presiden Israel memiliki 12 orang anak kandung , dukungan penuh Israel . KATEGORI : Konten Menyesatkan/Misleading Content SUMBER : Twitterhttps : //archive.ph/mIrPw NARASI : “ Menurutku pemujaan. ” NARASI GAMBAR : “ Biden Berlutut Hadapan Presiden Israel ; Dukungan Penuh Israel ” PENJELASAN : Akun Twitter nama pengguna TheRealGDAntiC1 mengunggah foto hasil tangkapan layar judul artikel Presiden Amerika Serikat , Joe Biden berlutut hadapan Presiden Israel ke-10 , Reuven Rivlin . foto , Rivlin didampingi Kepala Staf Presiden Israel , Rivka Ravitz.Berdasarkan hasil penelusuran , Biden berlutut bentuk gurauan kekagumannya Ravitz memiliki 12 orang anak kandung , dukungan penuh Israel . Foto artikel kali diunggah akun Twitter media Israel , Yedioth Ahronot , 2 Juli setempat.Artikel topik dimuat situs Reuters judul artikel “ Fact Check-Photo Does Not Show Biden Kneeling before Israeli President ‘ Pledging Support ’ ” mengkategorikannya ‘ mislabeled ’ .Dengan , narasi diunggah akun Twitter nama pengguna TheRealGDAntiC1 dikategorikan Konten Menyesatkan/Misleading Content . REFERENSI : @ POTUS Jokingly kneels to Rivka Ravitz , the chief of staff of the Israeli president @ PresidentRuvi , after she told him she is a mother to 12 children📸 : Haim Tzach , GPO pic.twitter.com/M4ObUK5t1t— ידיעות אחרונות July 2 , 2021 @ POTUS Jokingly kneels to Rivka Ravitz , the chief of staff of the Israeli president @ PresidentRuvi , after she told him she is a mother to 12 children📸 : Haim Tzach , GPO pic.twitter.com/M4ObUK5t1thttps : //www.reuters.com/article/factcheck-biden-rivlin-idUSL2N2OK1CGPenulis : Khairunnisa AndiniEditor : Bentang Febrylian",https://turnbackhoax.id/2021/07/10/salah-presiden-biden-berlutut-di-hadapan-presiden-israel-dan-menyatakan-dukungan-penuh-untuk-israel/,1
Christiano Ronaldo refuses to shake hands with Israeli president for supporting Muslims,12,June,2021,"NOT the President of Israel . In the video , the person who claims to be the President of Israel is Michel Platini , the former President of the Union of European Football Associations .More : https : //bit.ly/3cECWmK––––",https://turnbackhoax.id/2021/06/12/false-christiano-ronaldo-refuses-to-shake-hands-with-israeli-president-for-supporting-muslims/,1
Video Pertahanan Israel Dari Serangan Roket Hamas,3,June,2021,"Hasil periksa fakta Rahmah an nisaa .Faktanya video video game A-10 Thunderbolt Warthog Thunderbolt CRAM diunggah akun Youtube Channel れいさいおんじ.Selengkapnya penjelasan ! KATEGORI : Konten Salah/False Content SUMBER : Facebookhttps : //archive.vn/QnSVB NARASI : “ This is how Israel defends itself with the interceptor about the attack of the Hamas group ” Terjemahan : “ Israel mempertahankan pencegat serangan kelompok Hamas ” PENJELASAN : Akun FacebooK Charmey menyiarkan langsung Selasa video klaim Israel mempertahankan pencegat serangan Hamas . Siaran 3.7 juta tayangan , 40 ribu suka , 5.9 komentar , 18 ribu kali dibagikan.Setelah ditelusuri , video video game A-10 Thunderbolt Warthog Thunderbolt CRAM diunggah akun Youtube Channel れいさいおんじ terkait Israel Hamas Palestina.Sebelumnya , video beredar dibahas judul artikel “ Video Pesawat Tempur Zionis Berjatuhan ” 21 Mei 2021.Dengan , postingan dikategorikan Konten salah . REFERENSI :",https://turnbackhoax.id/2021/06/03/salah-video-pertahanan-israel-dari-serangan-roket-hamas/,1
Video “Roket² al qassam menghantam wilayah Israel.. kejadian baru diperkirakan 650 korban Yahudi”,2,June,2021,"serangan roket wilayah Israel . Kejadian video kebakaran pipa minyak mentah Shuqair-Mostorod , Mesir 2020.Selengkapnya PENJELASAN REFERENSIKategori : Konten SalahAkun Facebook Cempaka 14 Mei 2021 mengunggah video kebakaran narasi : “ Roket² al qassam menghantam wilayah Israel .. kejadian 650 korban Yahudi .. ” Sumber : https : //archive.ph/1Xk8J PENJELASANBerdasarkan hasil penelusuran , video kebakaran diklaim akibat roket menghantam wilayah Israel konten salah.Faktanya , serangan roket wilayah Israel . Kejadian video kebakaran pipa minyak mentah Shuqair-Mostorod , Mesir 2020.Video identik , diunggah kanal Youtube Global News 15 Juli 2020 judul “ Cars set ablaze after massive fire breaks out along pipeline in Egypt ” .Menurut keterangan kanal , kebakaran pipa minyak mentah Shuqair-Mostorod , Mesir . Dugaan , percikan api berasal mobil melaju jalan . , jalan minyak kebocoran pipa.Dilansir JawaPos mengutip Reuters , katup pipa ditutup area kobaran api api dikendalikan . , penjelasan langsung berwenang penyebab pipa terletak 1,5 meter 5 kaki tanah bocor.Beberapa saksi mata kejadian , lusin mobil terbakar . Juru Bicara Kementerian Perminyakan Mesir Hamdy Abd El Aziz menutup pipa jalan kebocoran ditemukan . , pengendara nekat melintas memicu kebakaran.Dia detail pengoperasian pipa dilanjutkan . menolak pipa tanah rusak . keterangan , jaksa penuntut mengirim tim menyelidiki kebakaran hebat pipa mengalir pelabuhan minyak Laut Merah Shuqair kompleks Egyptian Refining Co Mostorod , Greater Cairo , itu.REFERENSIhttps : //www.youtube.com/watch ? appdesktop & vKn8L0XUtz9Mhttps : //www.reuters.com/article/us-egypt-pipeline-fire-idUSKCN24F2LXhttps : //www.jawapos.com/hoax-atau-bukan/29/05/2021/ledakan-pipa-minyak-jangan-disangka-rudal-al-qassam-untuk-israel/",https://turnbackhoax.id/2021/06/02/salah-video-roket%c2%b2-al-qassam-menghantam-wilayah-israel-kejadian-baru-diperkirakan-650-korban-yahudi/,1
Gambar Mark Zuckerberg Membawa Plakat Bertuliskan “I Stand With Israel”,2,June,2021,"Hasil Periksa Fakta Ani Nur MR .Foto hasil editan . Tulisan plakat “ THANKS ! ” .Selengkapnya baca PENJELASAN REFERENSI.KATEGORI : Konten MenyesatkanSUMBER : Twitterhttps : //archive.vn/rEkNxNARASI : So , kadrun berani uninstall FB ? * foto Mark Zuckerberg Membawa Plakat Bertuliskan “ I Stand With Israel ” PENJELASAN : Beredar postingan Twitter gambar akun @ geetracker , postingannya disertai foto Mark Zuckerberg membawa plakat bertuliskan “ I Stand With Israel ” . Postingan diupload 18 Mei 2021 beredar pemberitaan konflik Israel-Palestina 10 Mei lalu.Setelah penelusuran fakta terkait , foto Mark Zuckerberg membawa plakat bertulisakan “ I Stand With Israel ” HASIL EDITAN . Tulisan aslinya “ THANKS ! ” . Foto asli beredar internet 2010 . Dilansir techcrunch.com , CEO Facebook merayakan pencapaian 500 juta pengguna Facebook 2010 . Mark membawa plakat bertuliskan “ THANKS ! ” terima kasih pengguna media sosial dunia bergabung Facebook.Berdasarkan data terkumpul disimpulkan , klaim akun @ geetracker hoaks kategori Konten Menyesatkan.REFERENSI : https : //techcrunch.com/2010/07/21/facebook-500-million/https : //www.debaird.net/blendededunet/2010/12/the-giving-pledge-mark-zuckerberg-pledges-to-give-away-billions.htmlPenulis : Ani Nur MREditor : Bentang Febrylian",https://turnbackhoax.id/2021/06/02/salah-gambar-mark-zuckerberg-membawa-plakat-bertuliskan-i-stand-with-israel/,1
Foto Polisi India dengan Poster Tulisan “I STAND WITH ISRAEL”,31,May,2021,"Hasil Periksa Fakta Natalia Kristian .Informasi salah . Foto foto diambil disunting video pencegahan Covid-19 polisi Jodhpur , India 26 April 2020 . KATEGORI : Konten dimanipulasi/Manipulated Content SUMBER : Twitterhttps : //archive.vn/MEykf NARASI : “ # IsraelPalestine # ISupportIsrael # HamasTerroristsEvery Indian Stands with Israel : ) ” PENJELASAN : Beredar informasi akun Twitter @ Asli_Shivani foto seragam polisi India poster bertuliskan “ I STAND WITH ISRAEL ” . Postingan disukai 406 kali , dikomentari 114 kali , diretweet 80 kali.Setelah penelurusan , video pencegahan Covid-19 kepolisian Jodhpur diposting akun Facebook Shayari from my “ heart ” foto poster bahasa Hindi diterjemahkan “ anak berumur 2 ” . Video diposting 26 April 2020 caption diterjemahkan : “ mencegah tertularnya Covid_19 Jodhpur , bidadari berseragam khaki Polsek Jodhpur , tugas penuh , sibuk siang malam pengamanan rakyat jelata ganjil.Kami sepenuh hati selamat kerja keras , pengabdian , dedikasinya biasa. ” penjelasan , foto polisi India poster “ I STAND WITH ISRAEL ” kategori Konten dimanipulasi/Manipulated Content . REFERENSI : https : //www.facebook.com/watch/ ? v613220892884501https : //www.youtube.com/watch ? vDtOWE6qRnSEhttps : //www.facebook.com/watch/ ? v222098149052530Penulis : Natalia KristianEditor : Bentang Febrylian",https://turnbackhoax.id/2021/05/31/salah-foto-polisi-india-dengan-poster-tulisan-i-stand-with-israel/,1
Bendera Israel Dibakar Rakyatnya Sendiri Karena Konflik dengan Palestina,30,May,2021,"Hasil Periksa Fakta Ani Nur MR .Bukan konflik Palestina baru-baru . Bendera Israel dibakar umat Yahudi Ultra-Ortodoks negaranya , Israel , memprotes penembakan polisi warga berkulit hitam keturunan Ethiopia , Solomon Tekah , 2019.Selengkapnya baca PENJELASAN REFERENSI.KATEGORI : Konten MenyesatkanSUMBER : Facebookhttp : //archive.ph/dzCkUNARASI : BismillahBENDERA ISR4HELL 🇮🇱DI BAKAR RAKYATNYA SENDIRI😂APA KABAR Y4Hud1 PESEK😅Sepertinya gak cair dananya🤣🤣 # palestine🇸🇩 # freepalestine🇸🇩 # savepalestine🇸🇩 # savealaqsha🇸🇩🇸🇩🇸🇩✊✊✊🇮🇩🇮🇩🇮🇩PENJELASAN : Beredar postingan Facebook akun bernama Bin Syam , membagikan postingan video disertai narasi rakyat Israel membakar benderanya , menampilkan hashtag bertema dukungan Palestina , # palestine # freepalestine # savepalestine # savealaqsha.Dalam videonya , orang-orang Yahudi Ortodoks memakai pakaian ciri khas umatnya . video berdurasi 1 menit , orang-orang Yahudi membakar bendera Israel mengucap bahasa Ibrani.Bin Syam menghubungkan pembakaran bendera Israel peristiwa konflik Israel-Palestina 10 Mei , narasinya mencantumkan hashtag bertema pembebasan Palestina.Meski penelusuran fakta terkait , video hubungannya konflik Israel-Palestina . Hasil penelusuran gambar Google search image , ditemukan video beredar Juli 2019 . pengguna media sosial Twitter , akun @ ahmeturndu membagikan video persis 5 Juli 2019.Salah media berbahasa Turki , gaste24.com , 4 Juli 2019 mengabarkan peristiwa pembakaran bendera Israel umat Yahudi judul berita “ Yahudi Membakar Bendera Israel ” keterangan : “ Demonstrasi Israel memprotes kematian anak Ethiopia peluru polisi membludak ” . berita disertai video persis postingan Bin Syam.Media Turki ahaber.com.tr , mengupload video artikel beritanya berjudul “ Ultra-Ortodoks Yahudi Membakar Bendera Israel ” , diunggah 4 Juli 2019 16:57 . artikel memberitakan , anak Israel keturunan Ethiopia ditembak mati polisi betugas , Minggu kota Kiryat Haim , Israel.Penelusuran berlanjut mencari konteks peristiwa lengkap . kunci berbahasa Inggris “ Ethiopian-Israelis protest ” . Ditemukan artikel berita nytimes.com , berjudul “ Ethiopian-Israelis Protest for 3rd Day After Fatal Police Shooting ” , diunggah 3 Juli 2019.Diberitakan , Solomon Tekah berusia 18 pergi teman-temannya Pelabuhan Utara Kota Haifa , Minggu . Pertemuan pemuda menimbulkan kericuhan , polisi berlibur istri anaknya turun tangan . melemparkan batu , polisi terancam . Polisi mengeluarkan pistol menembakkan arah Solomon Tekah , menyebabkan Solomon Tekah tewas.Solomon Tekah keturunan Ethiopia bermigrasi Israel 2012 . Protes publik penembakan ditengarai protes tindak kekerasan aparat , protes tindak diskriminasi warga keturunan Ethiopia Israel.Dilansir ahaber.com.tr , z Ultra-Yahudi Ortodoks membakar bendera Israel video beredar media sosial , negara Israel mewakili orang Yahudi negara negara Zionis aman mereka.Berdasarkan data terkumpul disimpulkan klaim Bin Syam Hoaks kategori Konten Menyesatkan.REFERENSI : https : //www.gaste24.com/dunya/yahudiler-israil-bayragini-atese-verdi-h79996.htmlhttps : //www.ahaber.com.tr/dunya/2019/07/04/ultra-ortodoks-yahudiler-israil-bayragini-yaktihttps : //www.nytimes.com/2019/07/03/world/middleeast/ethiopia-israel-police-shooting.htmlPenulis : Ani Nur MREditor : Bentang Febrylian",https://turnbackhoax.id/2021/05/30/salah-bendera-israel-dibakar-rakyatnya-sendiri-karena-konflik-dengan-palestina/,1
Photo Shows Israeli Soldiers Killing A Palestinian Child,29,May,2021,"Not the Israeli Army . The photo is of a police officer in Chile , who committed brutality by punishing a boy through violence , because the child was drawing graffiti in the city of Valparaíso , Chile . The incident took place in 2016 and has nothing to do with the recent Israeli-Palestinian feud.More : https : //bit.ly/34rdDA7 / https : //archive.st/b77l ( backup archive0 . ––––",https://turnbackhoax.id/2021/05/29/false-photo-shows-israeli-soldiers-killing-a-palestinian-child/,1
Menteri Pertahanan Israel Mengundurkan Diri,28,May,2021,"Hasil periksa fakta Rahmah an nisaa .Faktanya , Menteri Pertahanan Israel mengundurkan Avigdor Lieberman 2018 . Menteri Pertahanan Israel Benny Gantz.Selengkapnya penjelasan ! KATEGORI : Konten Menyesatkan . SUMBER : Facebookhttps : //archive.md/L59WB NARASI : “ INFO TERBARU , MENTERI PERTAHANAN ISRAEL MENGUNDURKAN . KERIBUTAN PALEMEN KABINET PM . NETANYAHU. ” PENJELASAN : Akun Twitter mengunggah postingan Jumat narasi video Menteri Pertahanan Israel mengundurkan . Postingan 1.344 suka , 305 retweets , 88 komentar.Dari hasil penelusuran , video diunggah akun Menteri Pertahanan Israel mengundurkan Avigdor Lieberman , berita muncul 2018.Dilansir cnnindonesia.com , keputusan Lieberman mengundurkan berselisih pemerintahan Benyamin Netanyahu kesepakatan gencatan senjata Israel Gaza , Palestina . terlibat serang , Hamas militer Israel gencatan senjata dibujuk Mesir Selasa .Sebagai tambahan , Menteri Pertahanan Israel Benny Gantz video bertekad meluncurkan serangan menghancurkan kemampuan sayap militer Hamas kelompok militan Jalur Gaza , Palestina .Berdasarkan penjelasan , konten masuk kategori konten menyesatkan/misleading content . REFERENSI : https : //www.cnnindonesia.com/internasional/20181114221625-120-346652/menteri-pertahanan-israel-mundur-hamas-sebut-kemenangan-gazahttps : //www.cnnindonesia.com/internasional/20210518201923-120-644002/israel-bertekad-gempur-terus-gaza-sampai-hamas-hancur",https://turnbackhoax.id/2021/05/28/salah-menteri-pertahanan-israel-mengundurkan-diri/,1
Video “HELIKOPTER ISRAEL JATUH DI TEMBAK DENGAN RUDAL PALESTINA”,27,May,2021,"helikopter Israel . Helikopter video dirudal milisi Nayrab timur Idlib , Syria 2020.Selengkapnya PENJELASAN REFERENSIKategori : Konten SalahBeredar video Youtube berjudul “ HELIKOPTER ISRAEL JATUH TEMBAK RUDAL PALESTINA || palestina serang israel ” diunggah kanal Youtube Hamdan Official 17 Mei 2021.Video helikopter terbakar hebat ketinggian , jatuh . deskripsi , narasi : “ palestina tembak jatuh helikopter israel berawak 5 perwira # palestina # israel # hamas # gaza # masjidaqsa # beritaisraelpalestina # konflikisraelpalestina # israelpalestinamemanas # beritaterbaru # viral # terkiniisraelpalestina # HamdanOfficial DISCLAIMER ! Data ambil situs terbaru arab turki ” Sumber : https : //archive.ph/3J8yE PENJELASANBerdasarkan hasil penelusuran , klaim video helikopter milik Israel jatuh ditembak rudal Palestina , klaim salah.Faktanya , helikopter Israel . Helikopter video dirudal milisi Nayrab timur Idlib , Syria 2020.Video identik , diunggah kanal Youtube The Telegraph 11 Februari 2020 judul “ Syrian helicopter shot down by rebels in Idlib ” .Sebelumnya , video diklaim video helikopter milik Azerbaijan jatuh . Klaim diperiksa faktanya artikel berjudul “ Helikopter Milik Azerbaijan Jatuh ” terbit situs turnbackhoax.id 1 Oktober 2020.REFERENSIhttps : //www.youtube.com/watch ? v5jFg_U6s4HU https : //turnbackhoax.id/2020/10/01/salah-helikopter-milik-azerbaijan-jatuh/",https://turnbackhoax.id/2021/05/27/salah-video-helikopter-israel-jatuh-di-tembak-dengan-rudal-palestina/,1
Video “menara masjid Al Aqsо dirobohkan Israel”,26,May,2021,"Pelintiran daur ulang , diklarifikasi Maret . berkaitan Israel kondisi konflik Palestina – Israel . FAKTANYA , video beredar 2008 . , video aslinya suara Azan.Selengkapnya PENJELASAN REFERENSI.KATEGORI : Konten Salah.SUMBER : Pesan berantai story WhatsApp.NARASI : “ Allahu Akbar … .. menara masjid Al Aqsо mo dirobohkan Israel .. tp kuasa Allah roboh n lecet sedikipun…Allahu Akbar ” .PENJELASANBerdasarkan 7 Jenis Mis Disinformasi First Draft , “ Konten Salah : konten asli dipadankan konteks informasi salah ” .–SUMBER membagikan video beredar 2008 narasi salah mengaitkan Israel kondisi konflik Palestina – Israel , menimbulkan premis/kesimpulan KELIRU.Selain , diklarifikasi Maret lalu.Verifikasi VideoBeberapa sumber video identik , Michael Moore YouTube 16 Maret 2008 : “ Cpl . Jon M. Turner ’ s testimony on March 15th , 2008 included these two videos of Turner ’ s squad firing on Mosques unprovoked , a violation of international law. ” Military.com 3 Mei 2011 : “ Raw footage of a minaret being demolished in combat. ” .Referensi BerkaitanHasil pencarian gambar thumbnail video ditemukan 2009 , 2013 , 2014 2019 , TinEye : “ Searched over 47.4 billion images in 4.2 seconds ” Google : “ konflik palestina israel ” Artikel periksa fakta , turnbackhoax.id 4 Maret 2021 : “ Video video menara masjid Palestina ditembaki tentara Israel , menara masjid Irak ditembaki Korps Marinir Amerika Serikat Maret 2008 lalu. ” REFERENSI firstdraftnews.org : “ Berita palsu . rumit. ” http : //bit.ly/2MxVN7S , http : //bit.ly/2rhTadC . youtube.com : “ WINTER SOLDIER : U.S. Marines Fire on Mosques Unprovoked ” , https : //bit.ly/2SlystN / https : //archive.md/i5ybq . military.com : “ Minaret Demolished in Combat ” , https : //bit.ly/3oJDGeW / https : //archive.md/ghPMd . tineye.com : “ 3 results ” , https : //bit.ly/34aKokX / cetak PDF arsip cadangan . https : //www.google.com/search ? qkonflik+palestina+israel & tbmnws , https : //bit.ly/3waaZdx / https : //archive.md/lkLVG . turnbackhoax.id : “ Video Menara Masjid Palestina Ditembaki Tentara Israel ” , https : //bit.ly/34qRbXT / https : //archive.md/s4BSw .",https://turnbackhoax.id/2021/05/26/salah-video-menara-masjid-al-aqs%d0%be-dirobohkan-israel/,1
Foto Memperlihatkan Tentara Israel Membunuh Seorang Anak Palestina,25,May,2021,"Hasil Periksa Fakta Ani Nur MR .Bukan Tentara Israel . Foto aparat polisi Chile , kebrutalan menghukum anak laki-laki kekerasan , anak menggambar grafiti kota Valparaíso , Chile . Kejadiannya 2016 hubungannya perseteruan Israel-Palestina baru-baru ini.Selengkapnya baca PENJELASAN REFERENSI.KATEGORI : Konten MenyesatkanSUMBER : Facebookhttps : //archive.vn/UWnIXNARASI : “ An Israeli soldier kills a Palestinian child and the world has not moved for him share the picture until it rotates in the world to show the Zionist brutality in Palestine. ” tentara Israel membunuh anak Palestina dunia berbuat apa-apa untuknya , bagikan gambar dunia kebrutalan Zionis Palestina.PENJELASAN : Beredar postingan Facebook akun bernama Aisha Bibi Lunat , membagikan postingan gambar laki-laki berpakaian aparat menginjak kepala anak laki-laki lututnya , anak mengeluarkan darah . gambar keterangan aparat tentara Israel membunuh anak laki-laki Palestina . Foto klaim persis beredar media sosial Twitter Facebook , tengah-tengah konflik Israel Palestina semenjak 10 Mei 2021 lalu.Setelah penelusuran terkait , aparat berseragam cokelat foto diklaim tentara Israel polisi Chile . Dilansir AFP , polisi menangkap anak laki-laki menggambar grafiti kota Valparaíso , Chile 2016 . , seragam polisi tertera lambang lambang kepolisian nasional Chile , Carabineros de Chile.Kanal berita nasional Chile , 24horas.cl , mengabarkan kronologi kejadian anak laki-laki berusia 21 Santiago , tertangkap basah menggambar grafiti tembok Buenos Aires . Polisi Carabineros menangkapnya kekerasan penangkapan pemuda tersebut.Mengutip AFP , pencarian kunci “ Carabineros joven Valparaíso ” , ditemukan video full diupload Facebook 1 Oktober 2016 , awalan narasi “ Hentikan kebrutalan polisi ! ” . video berdurasi 1 menit 19 detik narasinya , polisi letnan bernama “ F . Venegas V ” tindak kekerasan penangkapan siswa . Narasinya , kekerasan aparat polisi Carabineros , kerap Carabineros Chile , Grenadiers Meksiko ESMAD Kolombia.Berdasarkan data terkumpul , klaim akun Aisha Bibi Lunat hoaks kategori Konten Menyesatkan.REFERENSI : https : //factcheck.afp.com/photo-was-taken-chile-2016https : //www.24horas.cl/nacional/padres-de-grafitero-violentamente-detenido-en-valparaiso-presentaran-acciones-judiciales-2151388https : //www.adnradio.cl/nacional/2016/10/01/denuncian-abuso-policial-contra-joven-que-realizo-un-rayado-en-valparaiso-3262135.htmlPenulis : Ani Nur MREditor : Dedy Helsyanto",https://turnbackhoax.id/2021/05/25/salah-foto-memperlihatkan-tentara-israel-membunuh-seorang-anak-palestina/,1
