headline,time,content,link,hoax,bulan,bulan (full),tahun
1 Tewas-2 Terluka Imbas Bentrok Massa Pro Palestina Vs Pro Israel di Sulut,"Minggu, 26 Nov 2023 17:00 WIB","Bentrok massa pro Palestina vs pro Israel di Bitung, Sulawesi Utara (Sulut) memakan korban jiwa. Ada satu orang tewas dan dua terluka akibat insiden tersebut.Kapolres Bitung AKBP Tommy Bambang Souissa tak menampik adanya korban jiwa akibat bentrok tersebut.""Ya betul, untuk informasi dari akibat keributan kemarin terjadi korban satu orang meninggal dunia dan dua orang lagi luka,"" ujarnya dilansir detikSulsel, Minggu (26/11/2023). AKBP Tommy selanjutnya mengimbau masyarakat untuk tidak terprovokasi informasi yang bisa memicu perpecahan. Dia berharap masyarakat bisa menjaga perdamaian di Bitung.""Imbauan ke masyarakat agar masyarakat Indonesia tidak terprovokasi terkait berita yang hoaks yang bisa memicu perpecahan. Mari sama-sama kita jaga perdamaian khususnya di Kota Bitung,"" tuturnya.Tommy juga mengimbau masyarakat untuk hati-hati dengan video yang beredar di media sosial. Dia menegaskan video yang beredar belum bisa dipastikan kebenarannya.""Kami mengimbau supaya masyarakat tidak terprovokasi itu, apabila dia melihat video-video yang beredar, itu belum tentu kebenarannya, dan (diimbau) tidak terprovokasi berita seperti itu,"" imbuhnya.Sementara itu, Tommy mengatakan saat ini situasi di Kota Bitung sudah kondusif. Dia menyebut aktivitas masyarakat juga masih normal.""Untuk situasi sekarang masih aman dan terkendali. Aktivitas dari masyarakat sini masih normal semua,"" kata dia.",https://www.detik.com/sumut/hukum-dan-kriminal/d-7057107/1-tewas-2-terluka-imbas-bentrok-massa-pro-palestina-vs-pro-israel-di-sulut,0,Nov,November,2023
"Kondisi Terkini RS Indonesia di Gaza: Rusak Parah, Banyak Mayat Bergeletakan","Senin, 27 Nov 2023 08:03 WIB","Kondisi Rumah Sakit Indonesia di Gaza semakin memprihatinkan. Salah satu fasilitas kesehatan terbesar di Gaza utara itu rusak parah akibat serangan israel.Tank dan penembak jitu Israel bahkan telah mengepung RS Indonesia selama berhari-hari, sebelum menyerang masuk ke dalamnya pada pekan lalu.""Kami terkejut dan ngeri melihat pemandangan yang ditinggalkan oleh pasukan Israel di Rumah Sakit Indonesia,"" kata Direktur Jenderal Kementerian Kesehatan di Gaza, Munir al-Bursh dikutip Al Jazeera, dikutip Senin (26/11/2023). Al-Bursh mengatakan, RS Indonesia telah dibombardir secara terus-menerus oleh pasukan Israel, sementara sekitar 200 orang terluka dan staf medis masih ada di dalamnya.Kini RS Indonesia dalam keadaan hancur, dipenuhi banyak orang yang terluka di tengah kekurangan pasokan medis yang parah.""Koridor telah menjadi bangsal dan ahli bedah beroperasi di lantai tersebut,"" kata Osama Bin Javaid dari Al Jazeera.Bahkan di bagian luar gedung RS itu tercium baru mayat. Banyak dari mayat hangus dan membusuk. Mereka tidak dikuburkan dan menumpuk di sudut-sudut.""Tidak ada penguburan yang dilakukan selama berhari-hari karena penembak jitu Israel menargetkan siapa saja yang keluar untuk menggali kuburan,"" ungkap Javaid.",https://health.detik.com/berita-detikhealth/d-7058028/kondisi-terkini-rs-indonesia-di-gaza-rusak-parah-banyak-mayat-bergeletakan,0,Nov,November,2023
"Renungan Harian Katolik Hari Ini, Senin 27 November 2023: Iman yang Abadi","Senin, 27 Nov 2023 04:00 WIB","Bagi umat Katolik, renungan harian adalah cara untuk memperdalam hubungannya dengan Tuhan. Berikut bacaan dan renungan harian Katolik hari ini.Berdasarkan Kalender Liturgi, hari ini, Senin, 27 November 2023 merupakan Hari biasa; Peringatan fakultatif Santo Yakobus dari Persia, Martir, Santo Virgilius, Uskup dan Pengaku Iman; dengan warna Liturgi hijau.Mengangkat tema tentang iman kepada Yesus yang abadi, mari simak renungan harian Katolik Senin, 27 November 2023 berikut ini yang dikutip dari buku Setahun Bersama Tuhan oleh Rm. Yohanes S. Lon, dkk. - Pada tahun yang ketiga pemerintahan Yoyakim, raja Yehuda, datanglah Nebukadnezar, raja Babel, ke Yerusalem, lalu mengepung kota itu.- Tuhan menyerahkan Yoyakim, raja Yehuda, dan sebagian dari perkakas-perkakas di rumah Allah ke dalam tangannya. Semuanya itu dibawanya ke tanah Sinear, ke dalam rumah dewanya; perkakas-perkakas itu dibawanya ke dalam perbendaharaan dewanya.- Lalu raja bertitah kepada Aspenas, kepala istananya, untuk membawa beberapa orang Israel, yang berasal dari keturunan raja dan dari kaum bangsawan,- yakni orang-orang muda yang tidak ada sesuatu cela, yang berperawakan baik, yang memahami berbagai-bagai hikmat, berpengetahuan banyak dan yang mempunyai pengertian tentang ilmu, yakni orang-orang yang cakap untuk bekerja dalam istana raja, supaya mereka diajarkan tulisan dan bahasa orang Kasdim.- Dan raja menetapkan bagi mereka pelabur setiap hari dari santapan raja dan dari anggur yang biasa diminumnya. Mereka harus dididik selama tiga tahun, dan sesudah itu mereka harus bekerja pada raja.- Di antara mereka itu ada juga beberapa orang Yehuda, yakni Daniel, Hananya, Misael dan Azarya.- Daniel berketetapan untuk tidak menajiskan dirinya dengan santapan raja dan dengan anggur yang biasa diminum raja; dimintanyalah kepada pemimpin pegawai istana itu, supaya ia tak usah menajiskan dirinya.- Maka Allah mengaruniakan kepada Daniel kasih dan sayang dari pemimpin pegawai istana itu;- tetapi berkatalah pemimpin pegawai istana itu kepada Daniel: ""Aku takut, kalau-kalau tuanku raja, yang telah menetapkan makanan dan minumanmu, berpendapat bahwa kamu kelihatan kurang sehat dari pada orang-orang muda lain yang sebaya dengan kamu, sehingga karena kamu aku dianggap bersalah oleh raja.""- Kemudian berkatalah Daniel kepada penjenang yang telah diangkat oleh pemimpin pegawai istana untuk mengawasi Daniel, Hananya, Misael dan Azarya:- ""Adakanlah percobaan dengan hamba-hambamu ini selama sepuluh hari dan biarlah kami diberikan sayur untuk dimakan dan air untuk diminum;- sesudah itu bandingkanlah perawakan kami dengan perawakan orang-orang muda yang makan dari santapan raja, kemudian perlakukanlah hamba-hambamu ini sesuai dengan pendapatmu.""- Didengarkannyalah permintaan mereka itu, lalu diadakanlah percobaan dengan mereka selama sepuluh hari.- Setelah lewat sepuluh hari, ternyata perawakan mereka lebih baik dan mereka kelihatan lebih gemuk dari pada semua orang muda yang telah makan dari santapan raja.- Kemudian penjenang itu selalu mengambil makanan mereka dan anggur yang harus mereka minum, lalu memberikan sayur kepada mereka.- Kepada keempat orang muda itu Allah memberikan pengetahuan dan kepandaian tentang berbagai-bagai tulisan dan hikmat, sedang Daniel juga mempunyai pengertian tentang berbagai-bagai penglihatan dan mimpi.- Setelah lewat waktu yang ditetapkan raja, bahwa mereka sekalian harus dibawa menghadap, maka dibawalah mereka oleh pemimpin pegawai istana itu ke hadapan Nebukadnezar.- Raja bercakap-cakap dengan mereka; dan di antara mereka sekalian itu tidak didapati yang setara dengan Daniel, Hananya, Misael dan Azarya; maka bekerjalah mereka itu pada raja.- Dalam tiap-tiap hal yang memerlukan kebijaksanaan dan pengertian, yang ditanyakan raja kepada mereka, didapatinya bahwa mereka sepuluh kali lebih cerdas dari pada semua orang berilmu dan semua ahli jampi di seluruh kerajaannya.- ""Terpujilah Engkau, Tuhan, Allah nenek moyang kami, yang patut dihormati dan ditinggikan selama-lamanya. Terpujilah namaMu yang mulia dan kudus, yang patut dihormat dan ditinggikan selama-lamanya.- Terpujilah Engkau dalam BaitMu yang mulia dan kudus, Engkau patut dinyanyikan dan dimuliakan selama-lamanya.- Terpujilah Engkau di atas takhta kerajaanMu, Engkau patut dinyanyikan dan ditinggikan selama-lamanya.- Terpujilah Engkau yang mendugai samudera raya dan bersemayam di atas kerub-kerub, Engkau patut dihormat dan ditinggikan selama-lamanya.- Terpujilah Engkau di bentangan langit, Engkau patut dinyanyikan dan dimuliakan selama-lamanya.- Ketika Yesus mengangkat muka-Nya, Ia melihat orang-orang kaya memasukkan persembahan mereka ke dalam peti persembahan.- Ia melihat juga seorang janda miskin memasukkan dua peser ke dalam peti itu.- Lalu Ia berkata: ""Aku berkata kepadamu, sesungguhnya janda miskin ini memberi lebih banyak dari pada semua orang itu.- Sebab mereka semua memberi persembahannya dari kelimpahannya, tetapi janda ini memberi dari kekurangannya, bahkan ia memberi seluruh nafkahnya.""Segala sesuatu yang ada di dunia ini satu saat akan berakhir. Tidak ada satu pun yang abadi. Semuanya serba fana dan terbatas. Hanya Allah yang abadi dan kekal selamanya. Hanya Allah dan Sabda-Nya yang tidak akan berlalu.Karena itu dalam situasi hidup kita yang kian hari tidak menentu, kita diundang untuk memiliki kepercayaan yang besar dan keyakinan yang teguh kepada Tuhan. Dialah harapan hidup yang pasti. Dialah harapan masa depan kita. Yesus dalam Injil mengingatkan para murid-Nya akan situasi akhir zaman.Bahwa diakhir zaman akan terjadi kekacauan dan peperangan, banyak orang akan disesatkan dan banyak orang tidak mampu menemukan jalan untuk meraih kehidupan. Dalam situasi ini, ajaran Yesus bisa menjadi pegangan dan kekuatan utama untuk melewati semuanya itu dengan selamat.Kita memang kerap kali takut akan kekacauan di akhir zaman. Kita cemas bahwa apa yang kita sudah perjuangkan di dunia ini akan lenyap dan sia-sia. Kita takut kita akan mengalami kemalangan dan kehancuran. Walaupun injil hari ini menampilkan bahwa segalanya akan berakhir, sebenarnya di dalamnya, ada nada pengharapan, kewaspadaan dan terutama keyakinan.Kalau Kristus di dalam kita, apakah yang bisa kita takutkan? Kristus akan menjadi jaminan. Jika kita setia dan beriman, maka akhir zaman kita akan menjadi bahagia dan penuh suka cita. Mari kita selalu bersama Kristus kini hingga akhir masa.Ya Tuhan, SabdaMu hari ini telah mengingatkan aku agar tidak mudah terlena dan terbuai oleh kekayaan, kesuksesan dan kenikmatan duniawi. Kuasailah hati dan budiku agar aku tidak mudah jatuh dalam kenikmatan semu, melainkan berilah aku hati yang selalu percaya akan kekuatan-Mu. Amin.Demikian renungan harian umat Katolik hari ini, Senin, 27 November 2023. Semoga berkat Tuhan menyertai kegiatan kita hari ini. Amin.",https://www.detik.com/jogja/berita/d-7057572/renungan-harian-katolik-hari-ini-senin-27-november-2023-iman-yang-abadi,0,Nov,November,2023
Arkeolog Temukan Pabrik Senjata Tertua di Israel,"Minggu, 26 Nov 2023 19:00 WIB","Arkelog menemukan pabrik persenjataan perang standar tertua di dunia di Israel. Pabrik tersebut kemungkinan didirikan pada awal Zaman Tembaga di Israel atau berusia sekitar 7.200 tahun.Berdasarkan analisis terhadap ratusan proyektil batu yang ditemukan dari dua situs arkeologi, para peneliti menyimpulkan bahwa benda-benda tersebut diproduksi secara massal, yang menunjukkan adanya persenjataan yang sangat terorganisir bagi para pejuang dalam persiapan pertempuran ribuan tahun lalu.Dikutip dar detikInet, para arkeolog memeriksa 424 batu umban yang ditemukan di pemukiman kuno 'En Esur dan 'En Zippori, yang dihuni antara tahun 5800 dan 4500 SM. Mengingat batu-batu tersebut tampak hampir identik, para peneliti menyimpulkan bahwa senjata tersebut dibuat sesuai spesifikasi standar, dengan panjang rata-rata 52 milimeter, lebar 31 milimeter, dan berat 60 gram. ""Batu-batu tersebut, yang dimaksudkan untuk diproyeksikan dari benda yang berfungsi layaknya ketapel, dihaluskan dan dibentuk sedemikian rupa dengan prinsip aerodinamis bikonikal tertentu sehingga memungkinkan proyeksi sasaran yang tepat dan efektif,"" kata Israel Antiquities Authority, dikutip dari IFL Science.Dalam penelitian yang menyertainya, para peneliti menjelaskan bahwa desain bikonikal telah diterima sebagai desain optimal untuk proyektil sling, kemudian diadopsi oleh tentara Yunani dan Romawi.""Faktanya, batu-batu ini adalah bukti awal peperangan di Levant Selatan. Kemiripan batu ketapel menunjukkan produksi industri skala besar,"" kata para peneliti.""Keseragaman berat, bentuk, dan ukuran slingstone secara keseluruhan dalam kumpulan yang dibahas menunjukkan bahwa slingstone dibuat secara sistematis untuk digunakan oleh pengguna standar (prajurit), dilengkapi dengan sling standar, sehingga memungkinkan mereka berlatih secara efektif,"" tulis mereka.Dengan memasukkan penemuan ini ke dalam konteks sejarah, para penulis mengatakan bahwa pergeseran dari batu ketapel non-formal (seperti kerikil alam) ke persenjataan yang sangat terstandarisasi mungkin mengindikasikan berkembangnya peperangan terorganisir selama awal Zaman Tembaga.Kemungkinan ini diperkuat dengan bertambahnya ukuran pemukiman di Levant Selatan saat ini, sementara sisa-sisa bangunan publik monumental di 'En áºippori dan 'En Esur mengisyaratkan masyarakat yang terstratifikasi, terlibat dalam hubungan antarregional atau internasional, pertukaran, dan rawan konflik.Fakta bahwa batu ketapel sering ditemukan berkelompok juga memberikan petunjuk tentang cara penggunaannya. Menurut para peneliti, pengaturan ini menunjukkan bahwa proyektil sering ditembakkan secara massal. Kumpulan batu umban mungkin mewakili rentetan amunisi yang akan diluncurkan oleh sekelompok slinger.""Dalam peperangan, hal ini dapat menyebabkan pecahnya formasi di peringkat yang berlawanan,"" kata mereka.Menariknya, senjata-senjata yang diproduksi secara massal ini tiba-tiba menghilang dari catatan arkeologi sekitar satu milenium kemudian, meskipun tidak jelas apakah hal ini menunjukkan penurunan permusuhan regional.Meskipun demikian, penemuan batu ketapel memberikan gambaran peperangan terorganisir di Timur Tengah yang terjadi lebih dari 7.000 tahun yang lalu dan terus berlanjut, secara tragis, hingga saat ini.Artikel ini telah tayang di detikInet dengan judul Ditemukan Pabrik Senjata Tertua di Israel",https://www.detik.com/jabar/berita/d-7056840/arkeolog-temukan-pabrik-senjata-tertua-di-israel,0,Nov,November,2023
Hewan Tanda Kiamat yang Disebut Muncul d Israel Terjawab,"Minggu, 26 Nov 2023 18:42 WIB","Hewan pertanda akan munculnya kiamat dikabarkan muncul di Israel. Penampakan hewan yang disebut sebagai Dabbah itu membuat heboh warganet.""Dabbah Telah Muncul Di Israel, Binatang Pesan Tanda Kiamat. Semoga Kita Dalam Lindungan Allah. Aminn,"" tulis unggahan di Facebook tersebut seperti dikutip detikInet, Sabtu (25/11/2023).Dilansir detikInet, kabar ini membuat banyak warganet yang mulai gusar, meski kabar ini belum bisa dipastikan keabsahannya. Dalam Bahasa Arab, Dabbah artinya adalah 'monster' atau 'binatang buas'. Menurut kepercayaan umat Muslim, Dabbah adalah sejenis hewan melata dari dalam Bumi yang akan keluar ketika manusia sudah meninggalkan perintah-perintah Allah SWT.Usut punya usut, foto yang dinarasikan sebagai kemunculan Dabbah rupanya hasil dari tangkapan layar sebuah video berjudul 'The Mexican Mole Lizard - Animal of the Week' dari Ben G Thomas. Hewan yang disebut Dabbah itu ternyata adalah Mexican Mole Lizard, kadal tanpa kaki.Nama ilmiah kadal tanpa kaki adalah Bipes biporus, hewan ini memiliki warna merah muda dengan panjang sekitar 18-24 cm. Menurut laporan Animalia, Bipes biporus sering ditemukan di Baja, California, Semenanjung Meksiko.Mexican Mole Lizard sering berada di tanah berpasir. Mereka akan terlihat saat malam hari atau usai hujan deras. Kaki depannya sangat kuat.Mexican Mole Lizards adalah karnivora. Dia memakan semut, serangga tanah, larva, rayap, hingga beberapa hewan kecil termasuk kadal kecil.Dengan demikian, narasi yang menyebut Dabbah telah muncul di Israel adalah tidak dapat dipertanggungjawabkan.",https://www.detik.com/sumbagsel/berita/d-7057596/hewan-tanda-kiamat-yang-disebut-muncul-d-israel-terjawab,0,Nov,November,2023
"KFC Indonesia Gandeng PMI, Salurkan Dana Kemanusiaan untuk Palestina","Minggu, 26 Nov 2023 17:00 WIB","KFC Indonesia menggandeng Palang Merah Indonesia (PMI) dalam penyaluran dana kemanusiaan untuk Palestina. Dana sebesar Rp 1.500.000.000 (satu miliar lima ratus juta rupiah) ini didonasikan tersebut merupakan bentuk nyata dari KFC Indonesia dalam membantu para korban, terutama anak-anak dan perempuan di daerah konflik.Bantuan ini tidak lepas dari keprihatinan KFC Indonesia beserta seluruh karyawannya terhadap perkembangan konflik Palestina-Israel yang mengarah pada krisis kemanusiaan. Sebagai bagian dari bangsa Indonesia yang menjunjung tinggi kemanusiaan, persaudaraan, dan solidaritas umat manusia, KFC Indonesia mengutuk segala tindak kekerasan dan berharap konflik yang terjadi dapat segera berakhir.Penyerahan donasi dari KFC Indonesia ini dilakukan dalam acara bertajuk 'Bersatu untuk Palestina'. Acara Doa dan Dukungan Kemanusiaan untuk Palestina ini digagas oleh Palang Merah Indonesia bersama TVOne pada Jumat (24/11). Dalam acara ini, hadir perwakilan KFC Indonesia Achmad Baiquni serta Pimpinan Redaksi tvOne dan Ketua PMI Pusat Jusuf Kalla. ""Kami dari KFC Indonesia beserta dengan seluruh karyawan sangat prihatin dengan kondisi saat ini di daerah konflik, terutama bagi anak-anak dan perempuan yang menjadi korban akibat konflik tersebut. Donasi yang kami berikan ini diharapkan dapat membantu serta meringankan beban mereka, dalam menghadapi keadaan yang sangat tidak menentu saat ini,"" jelas Achmad Baiquni dalam keterangan tertulis.Palang Merah Indonesia sangat mengapresiasi penyerahan donasi yang dilakukan KFC Indonesia. Dikutip dari laman sosial media Palang Merah Indonesia, dalam semangat kemanusiaan, KFC Indonesia telah memberikan kontribusi donasi sebesar Rp 1,5 miliar untuk mendukung masyarakat Palestina melalui PMI.Upaya ini diharapkan dapat menjadi bagian untuk membantu mengurangi beban yang dihadapi oleh saudara-saudara di Palestina. Serta memberikan kontribusi positif dalam menciptakan kesejahteraan dan memperbaiki kondisi mereka.",https://news.detik.com/berita/d-7057308/kfc-indonesia-gandeng-pmi-salurkan-dana-kemanusiaan-untuk-palestina,0,Nov,November,2023
Massa Pro Palestina Vs Pro Israel yang Bentrok di Sulut Berdamai,"Minggu, 26 Nov 2023 16:00 WIB","Dua kelompok massa dari pro Palestina dan pro Israel yang bentrok di Bitung, Sulawesi Utara (Sulut) sepakat berdamai. Perdamaian itu difasilitasi tokoh agama yang tergabung di Forum Kerukunan Umat Beragama (FKUB) dan Badan Kerja Sama Antar Umat Beragama (BKSAUA) Kota Bitung.Dilansir detikSulsel, mereka sepakat agar dua kelompok massa tidak berkonflik lagi. Perdamaian itu ditandai dengan pembuatan berita acara di GOR Manembo-nembo, Kota Bitung, Sabtu (25/11/2023) pukul 23.00 Wita.Ketua FKUB Bitung Pdt. Raymond Manopo dan tokoh muslim Bitung Habib Abdullah Bin Ali Binsmith kemudian membacakan berita acara kesepakatan damai itu. ""Berita acara kesepakatan damai. Berita acara kesepakatan damai ini dibuat hari ini, Sabtu tanggal 25 November 2023 jam 23 Wita, bertempat di gedung Gelanggang Olahraga Manembo-nembo, Kota Bitung,"" ujar keduanya saat membacakan berita acara, dikutip Minggu (26/11/2023).Ada tiga poin yang disepakati dalam perdamaian itu. Salah satunya tidak ada lagi konflik dan mengedepankan perdamaian.""Menerangkan bahwa kami tokoh agama yang tergabung dalam FKUB, BKSAUA, Kota Bitung, menyatakan, satu, Kota Bitung dalam keadaan aman dan damai. Dua, menangkal berita hoaks dan berita-berita yang memprovokasi,"" bunyi perdamaian itu.""Tiga, masyarakat adat Minahasa dan BSM (Barisan Solidaritas Muslim) bersatu padu dan menyatakan tidak konflik lagi serta mengedepankan kedamaian di atas segala-galanya. Demikian berita acara kesepakatan ini dibuat untuk dipergunakan,"" tutup pernyataan tersebut.Diketahui, kericuhan kelompok massa itu terjadi pada Sabtu (25/11). Polisi hingga kini masih mendalami insiden bentrokan tersebut.Saat ini situasi di Kota Bitung sudah kondusif. Namun 1.187 personel masih disiagakan untuk menjaga situasi di Bitung tetap kondusif setelah insiden kericuhan terjadi.",https://www.detik.com/sumut/hukum-dan-kriminal/d-7057172/massa-pro-palestina-vs-pro-israel-yang-bentrok-di-sulut-berdamai,0,Nov,November,2023
Waka MPR RI Harap PBB Bawa Israel ke Mahkamah Pidana Internasional,"Minggu, 26 Nov 2023 15:05 WIB","Wakil Ketua MPR RI Hidayat Nur Wahid mendukung pernyataan Paus Fransiskus dan pejabat Perserikatan Bangsa-Bangsa (PBB) mengenai genosida di Gaza oleh Israel. Ia menyerukan langkah konkret untuk menjaga hukum dan kemanusiaan internasional, dengan mengadukan pemimpin Israel ke proses hukum.""Paus Fransiskus dan aparat PBB secara eksplisit menyatakan telah terjadi genosida di Jalur Gaza, Palestina. Memperhatikan seriusnya masalah dan banyaknya korban, mestinya keduanya tidak hanya berhenti ditingkat wacana. Tapi menindaklanjutinya dengan salah satu langkah yang perlu ditempuh adalah membawa pemimpin Israel yang mengarahkan militer Israel melakukan kejahatan genosida dan kejahatan kemanusiaan/perang di Gaza ke Mahkamah Pidana Internasional (International Criminal Court/ICC),"" ujarnya melalui siaran pers di Jakarta, Minggu (26/11/2023).HNW sapaan akrabnya mengatakan apabila merujuk kepada Pasal 5 Statuta Roma, pemerintah Israel dinilai telah melakukan kejahatan yang menjadi yurisdiksi Mahkamah Pidana Internasional, yakni mencakup kejahatan genosida, kejahatan kemanusiaan, kejahatan perang dan kejahatan agresi. ""Jadi, sebenarnya yang dilakukan Israel di Jalur Gaza bukan hanya genosida, tetapi bahkan mencakup seluruh kejahatan yang menjadi yurisdiksi Mahkamah Pidana Internasional,"" jelasnya.Meski begitu, HNW mengapresiasi sikap Paus Fransiskus dan PBB yang dikabarkan telah menyebutkan terjadinya kejahatan genosida oleh Israel terhadap warga Gaza. Tetapi di sisi lain ia berharap agar pernyataan itu diwujudkan ke dalam aksi konkret dengan ikut membawa Israel ke Mahkamah Pidana Internasional.""Kita semua tentu berharap bahwa kecaman terhadap Israel tidak hanya berhenti pada pernyataan, melainkan kerja sama dan kolaborasi antar pemimpin dunia untuk menghukum Israel yang telah melakukan kejahatan-kejahatan kemanusiaan itu,"" ujar HNW.Terlebih lagi, kata HNW, sejak serangan Israel ke Gaza setelah 7 Oktober, Israel telah menewaskan 108 pekerja PBB, mencatat angka tertinggi kematian pekerja PBB sepanjang sejarah. Sementara itu, Israel juga dikecam karena melanggar kesepakatan perdamaian dalam beberapa hari terakhir, terus menyerang dan membunuh warga Gaza.""Saya berharap Paus dan PBB juga ikut menyelamatkan kemanusiaan, Marwah PBB dan hukum internasional, agar tegaklah hukum dan kejahatan serupa tidak terulang kembali,"" ujarnya.Menurut HNW, sikap tegas Paus dan PBB ini memperkuat sikap banyak negara di dunia, baik dari Amerika Selatan hingga negara-negara Organisasi Kerja Sama Islam (OKI). Negara-negara ini telah berupaya mengambil langkah strategis untuk menghentikan tindakan kriminal Israel. Dukungan luas sangat penting agar bisa membawa pemimpin Israel ke Mahkamah Pidana Internasional.HNW menjelaskan Israel memang bukan penandatangan atau negara yang meratifikasi Statuta Roma ke hukum nasionalnya. Namun, bukan berarti Israel dapat bertindak seenaknya melakukan kejahatan yang masuk ke yurisdiksi Mahkamah Pidana Internasional. Berdasarkan Statuta Roma, Israel bisa tetap dibawa ke Mahkamah Pidana Internasional melalui penyidikan independen yang dilakukan oleh tim jaksa pada mahkamah tersebut.Apalagi, diberitakan, dua negara yakni Aljazair dan Kolombia sudah mengajukan pengaduan ke Mahkamah Pidana Internasional, yang akan disusul oleh Turki.""Jadi, apabila ada pihak yang sudah menegaskan bahwa kejahatan genosida telah terjadi, seharusnya mengajukan langkah yang sama, dengan mengadukan pemimpin Israel ke Mahkamah Pidana Internasional. Agar tegaklah hukum yang adil, hadirlah perdamaian, dihormatinya kemanusiaan, dan terselamatkannya marwah lembaga-lembaga internasional,"" pungkasnya.",https://news.detik.com/berita/d-7057330/waka-mpr-ri-harap-pbb-bawa-israel-ke-mahkamah-pidana-internasional,0,Nov,November,2023
"Bentrok di Bitung, Ketua Komisi VIII DPR: Hindari Propaganda Pecah Belah","Minggu, 26 Nov 2023 14:58 WIB","Ketua Komisi VIII DPR Ashabul Kahfi menyayangkan soal terjadinya bentrokan antara ormas dan massa pro-Palestina pecah di Kota Bitung, Sulawesi Utara (Sulut). Dia meminta sikap dukungan ke Palestina yang ditunjukkan masyarakat tetap menjaga kedamaian di kehidupan sosial.""Dalam kapasitas sebagai Ketua Komisi VIII DPR RI, saya sangat menyesalkan dan menyampaikan duka yang mendalam terhadap peristiwa Bitung,"" kata Ashabul kepada wartawan, Minggu (26/11/2023).Politikus PAN ini meminta berbagai pihak menghindari propaganda yang dapat memecah belah umat terkait sikap atas serangan Israel ke Palestina. Ashabul menekankan bahwa apa yang terjadi di Palestina merupakan konflik kemanusiaan, bukan agama semata. ""Dukungan terhadap perjuangan Palestina tidak boleh mengorbankan aspek kedamaian pada kehidupan sosial masyarakat. Saya mengharapkan masyarakat untuk bersikap wajar terhadap dukungan Palestina tanpa menghadirkan ketersinggungan pada umat agama lain. Kita harus menghindari propaganda-propaganda yang dapat memecah belah umat karena dukungan yang tidak proporsional terhadap perjuangan Palestina,"" ujar Ashabul.""Masalah di Palestina adalah persoalan kemanusiaan dan bukan persoalan agama, korban bukan hanya dari muslim tapi juga dari agama lain. Jadi tidak lagi kita beranggapan kalau ini konflik agama tapi konflik kemanusiaan,"" imbuhnya.Seperti diketahui, insiden itu berawal saat salah satu ormas merayakan HUT ke-12 di wilayah GOR Dua Saudara, Bitung, Sabtu (25/11) sore. Tommy menyebut acara HUT itu telah memperoleh izin dari pihaknya.""Awal mulanya itu dari salah satu LSM, yaitu masyarakat adat yang melaksanakan HUT yang ke-12 yang dilaksanakan di GOR Dua Saudara, itu dengan tema kedaulatan pangan dan kebangkitan ekonomi lokal,"" kata AKBP Tommy dilansir detikSulsel.Terbaru, tokoh agama yang tergabung dalam Forum Kerukunan Umat Beragama (FKUB) dan Badan Kerja Sama Antar Umat Beragama (BKSAUA) Kota Bitung, Sulawesi Utara, membuat kesepakatan damai seusai bentrokan dua kelompok massa di Kota Bitung. Mereka sepakat agar dua kelompok massa tidak berkonflik lagi.Kesepakatan damai itu ditandai dengan pembuatan berita acara di GOR Manembo-nembo, Kota Bitung, Sabtu (25/11), pukul 23.00 Wita. Berita acara kesepakatan damai dibacakan oleh Ketua FKUB Bitung Pdt Raymond Manopo dan tokoh muslim Bitung Habib Abdullah bin Ali Binsmith.",https://news.detik.com/berita/d-7057317/bentrok-di-bitung-ketua-komisi-viii-dpr-hindari-propaganda-pecah-belah,0,Nov,November,2023
Begini Suasana Bentrok Massa Pro Palestina Vs Pro Israel di Sulut,"Minggu, 26 Nov 2023 14:45 WIB","Bentrok antara massa pro Palestina dengan ormas pro Israel pecah di Bitung, Sulawesi Utara. Begini suasana mencekam saat kejadian.",https://www.detik.com/sumut/hukum-dan-kriminal/d-7057088/begini-suasana-bentrok-massa-pro-palestina-vs-pro-israel-di-sulut,0,Nov,November,2023
