headline,time,content,link,hoax
[HOAX] “Google Melakukan Voting Untuk Penamaan “Israel” Atau “Palestina” Pada Petanya”,"Desember 12, 2017","“Google tidak memilih cara mengidentifikasi entitas nasional yang ditampilkan di peta dengan suara terbanyak, dan Google Earth mengakui baik Israel dan Palestina sebagai entitas geopolitik bagi pengguna yang menelusuri salah satu dari persyaratan tersebut. Satu-satunya tujuan dari “pemilihan” putatif ini adalah untuk mengarahkan lalu lintas ke situs yang bernama (tidak berafiliasi dengan Google ).” SUMBER
(1) Pertanyaan dari salah satu anggota FAFHH.
(2) https://goo.gl/aLXupZ, sudah dibagikan 35 kali ketika tangkapan layar dibuat.
(3) https://goo.gl/JDUVtS < tap atau klik untuk melihat akun-akun yang membagikan (public posts).NARASI
“Google melakukan voting untuk penamaan “israel” atau “palestina” pada petanya (google earth). Sampai sekarang 67,5% suara untuk kepentingan israel. Tolong kirim ke semua kontak yang ad di hpmu untuk memilih palestina. http://www.israel-vs-palestine.com/ Yang perlu dilakukan: buka website di atas kemudian pilih bendera palestina.”PENJELASAN
“Google tidak memilih cara mengidentifikasi entitas nasional yang ditampilkan di peta dengan suara terbanyak, dan Google Earth mengakui baik Israel dan Palestina sebagai entitas geopolitik bagi pengguna yang menelusuri salah satu dari persyaratan tersebut. Satu-satunya tujuan dari “pemilihan” putatif ini adalah untuk mengarahkan lalu lintas ke situs yang bernama (tidak berafiliasi dengan Google ).” (selengkapnya di bagian REFERENSI).REFERENSI
(1) https://goo.gl/2CtWER, “Pemberontakan Kotak Masuk > Berita
Beri suara untuk Israel atau Palestina untuk Google Maps
Apakah Google Earth melakukan pemungutan suara apakah akan mengidentifikasi Israel atau Palestina di petanya?
Klaim: Google Earth melakukan pemungutan suara apakah akan mengidentifikasi Israel atau Palestina di petanya.
SALAH
Contoh: [Dikumpulkan melalui e-mail, Agustus 2014]
Apakah ini benar atau tipuan?
INI ADALAH HARUS MELAKUKAN PESAN – SEGERA!
Tolong bagikan –
Google meluncurkan pemungutan suara untuk memberi nama Israel atau Palestina pada petanya di Google Earth. Sejauh ini 72% memilih untuk mendukung Israel. Kirimkan ke daftar masing-masing, Anda harus memilih PALESTINE.
Yang harus Anda lakukan adalah klik pada link di bawah ini dan kemudian pilih PALESTINA FLAG …
Terima kasih atas dukunganmu
http://www.israel-vs-palestine.com/GB/EN/
HARAP BERBAGI DENGAN IMBALAN LAINNYA
Ini butuh beberapa detik saja vote
JAZAKALLAH KHAIR
Asal: Ini menarik untuk memilih apakah Google Earth harus mengidentifikasi Israel atau Palestina dalam peta Timur Tengahnya di Internet pada pertengahan 2014 di tengah konflik bersenjata antara pasukan Israel dan militan Hamas. Tidak ada apa pun: Google tidak memilih cara mengidentifikasi entitas nasional yang ditampilkan di peta dengan suara terbanyak, dan Google Earth mengakui baik Israel dan Palestina sebagai entitas geopolitik bagi pengguna yang menelusuri salah satu dari persyaratan tersebut. Satu-satunya tujuan dari “pemilihan” putatif ini adalah untuk mengarahkan lalu lintas ke situs yang bernama (tidak berafiliasi dengan Google ).
Diperbaharui terakhir: 3 Agustus 2014″ (Google Translate).
.
(2) https://goo.gl/JF2Au5, “News > Inboxer Rebellion
Vote for Israel or Palestine for Google Maps
Is Google Earth conducting a vote over whether to identify Israel or Palestine on its maps?
Claim: Google Earth is conducting a vote over whether to identify Israel or Palestine on its maps.
FALSE
Example: [Collected via e-mail, August 2014]
Is this true or hoax?
THIS IS A MUST DO MESSAGE – IMMEDIATELY!
Please share –
Google launches a vote to name Israel or Palestine on its map in Google Earth. So far 72% voted in favour of Israel. Please send it to each list you have to vote for PALESTINE.
All you have to do is click on the link below and then select the PALESTINIAN FLAG …
Thanks for your support
http://www.israel-vs-palestine.com/GB/EN/
PLEASE SHARE WITH OTHER IMMEDIATELY ???
This just take seconds please vote
JAZAKALLAH KHAIR
Origins: This appeal to vote for whether Google Earth should identify Israel or Palestine on its maps of the Middle East hit the Internet in mid-2014 amidst armed conflict between Israeli forces and Hamas militants. There was nothing to it: Google doesn’t choose how to identify the national entities shown on its maps by popular vote, and Google Earth recognizes both Israel and Palestine as geopolitical entities to users who search on either of those terms. The only purpose this putative “vote” serves is to drive traffic to the named (non-Google affiliated) site.
Last updated: 3 August 2014”. ",https://turnbackhoax.id/2017/12/12/hoax-google-melakukan-voting-untuk-penamaan-israel-atau-palestina-pada-petanya/,1
(HOAX) Azab Pada Yahudi di Israel,"Agustus 3, 2017","Sumber: Media Sosial(https://m.facebook.com/story.php?story_fbid=1453572034722512&id=100002091877184)*Narasi:Sebuah video diunggah tanggal 29 Juli oleh akun atas nama Meli Abdillah, bersama foto seperti SS WA berisi tulisan:“Sementara rakyat Palestina menderita karena diserbu tentara Israel demi mempertahankan Al Aqso, rakyat Israel pesta pora di sebuah bar di Tel Aviv. Ketika sedang berdansa, tiba-tiba tanah terbuka dan orang-orang tertelan masuk ke dalam. ALLAH SUDAH MURKA DENGAN KAUM YAHUDI.”Saat di-capture, postingan sudah dibagikan sebanyak 54,000 kali.Penjelasan:Video tersebut adalah video tragedi pesta pernikahan yang terjadi di Versailles Wedding Hall, Jerusalem, pada tanggal 24 Mei 2001. Duapuluh tiga orang meninggal dunia dalam tragedi ini.Dengan demikian tragedi yang terjadi dalam video tidak berhubungan dengan konflik Al Aqsa yang baru-baru ini terjadi.Tempatnya pun berbeda, bukan di Tel Aviv seperti yang tertulis di foto. Bukan juga tanah yang terbuka (longsor) penyebabnya, melainkan lantai dua yang ambruk karena konstruksinya tidak kuat menahan beban 100 orang yang menari di atasnya.  Referensi:https://youtu.be/3aqHs4jKD5chttps://www.facebook.com/groups/fafhh/permalink/509919169340623/ ",https://turnbackhoax.id/2017/08/03/hoax-azab-pada-yahudi-di-israel/,1
[HOAX] Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa,"Juli 24, 2017","Sumber : Media SosialNarasi :Penjelasan & Fakta :Fakta video tersebut pada awal video yang menampilkan 2 malaikat yang sedang terbang di langit merupakan video hoax lawas yang awal klaim malaikat di langit Brazil, video tersebut merupakan video editan.Sumber:
http://www.snopes.com/photos/supernatural/brazilangel.aspPada video lainya setelah video penampakan 2 malaikat merupakan video-video sebuah helikopter atau pesawat yang ditembak jatuh pada perang Suriah yang ditambahi atau digubah terdapat sosok malaikat.Video-video aslinya yang tanpa ada sosok malaikat bisa dicari si mbah google atau youtube dengan keyword ‘helicopter shoot down in syria’ atau “jet shoot down in syria”.https://youtu.be/etQxJIjzjA0
https://youtu.be/1otaabUE7Gs
https://youtu.be/8_j3WrFx-J4 https://www.facebook.com/groups/fafhh/permalink/505394323126441/",https://turnbackhoax.id/2017/07/24/hoax-foto-beserta-video-pesawat-tempur-dan-rudal-israel-yang-diarahkan-ke-palestina-dan-masjid-al-aqsa/,1
[HOAX] GUDANG SENJATA ISRAEL MELEDAK,"November 28, 2016","SUMBER : MEDIA SOSIALNARASI : ALLAHU AKBAR GUDANG SENJATA MILIK ISRAEL MELEDAKPENJELASAN : Ledakan tersebut tidak terjadi di Israel melainkan di Tianjin, Tiongkok pada tahun 2015 lalu. Dua ledakan pertama terjadi selama 30 detik dari titik yang berlainan, yang terletak di Wilayah Baru Binhai, Tianjin, China.[4][5] Lebih dari seratus orang tewas dan ratusan orang lainnya luka-luka. Penyebab ledakan tersebut tidak diketahui secara pasti, namun laporan awal menyatakan bahwa peristiwa tersebut adalah sebuah kecelakaan industrial.[5] Kebakaran yang disebabkan oleh ledakan awal berlanjut sampai berkobar tak terkendali selama seminggu, menyebabkan ledakan kedua. Delapan ledakan tambahan terjadi pada Sabtu, 15 Agustus.https://www.facebook.com/groups/fafhh/permalink/380462955619579/https://www.facebook.com/groups/fafhh/permalink/380492712283270/",https://turnbackhoax.id/2016/11/28/hoax-gudang-senjata-israel-meledak/,1
[DISINFORMASI] Kebakaran Mengurung Israel Setelah Dua Hari Pelarangan Adzan di Palestina,"November 24, 2016","SUMBER: https://m.facebook.com/story.php?story_fbid=10155486634072564&id=262282047563NARASI: “Kebakaran mengurung israel dari segala penjuru. Sudah 11 titik besar dan kini mendekati pangkalan militer israel. Kebakaran terjadi berselang 2 hari pelarangan adzan di wilayah Palestina. Israel mengemis bantuan ke Turki,,Yunani dan Cyprus. Allahu Akbar…!!!!!”PENJELASAN:
Foto yang ditampilkan terjadi di bulan Juni lalu, tidak ada hubungannya dengan RENCANA Israel untuk menetapkan undang-undang yang melarang penggunaan speaker di Masjid.REFERENSI:
1. http://global.liputan6.com/read/2661542/korban-kebakaran-israel-kami-seperti-pengungsi
2. http://www.bbc.com/news/world-middle-east-38088651https://www.facebook.com/groups/fafhh/permalink/378485999150608/",https://turnbackhoax.id/2016/11/24/disinformasi-kebakaran-mengurung-israel-setelah-dua-hari-pelarangan-adzan-di-palestina/,1
[KLARIFIKASI] Seorang Gadis Palestina Ditembaki Oleh 10 Laki-Laki Warga Israel,"Agustus 9, 2016","Sumber : Media SosialNarasi :10 laki-laki bersenjata menembak seorang gadis tanpa perlawanan. Karna ini terjadi di Palestina, maka mereka tidak menyebut sebagai pelanggaran HAM Berat! Tapi kalau saja ini terjadi di Prancis, pasti ramai sudah mereka memasang gambar Support Prancis, dan mengutuk aksi tersebut.
Save Palestina!
israel the real terorist!Penjelasan & Fakta :Dilansir dari dream.co.id, Konflik yang terjadi di Palestina memanas. Banyak warga Palestina meninggal akibat tindakan provokatif yang dilakukan sejumlah warga Israel.Seorang gadis Palestina, Marah Al Bakri, 16 tahun, menjadi korban tindakan provokatif tersebut. Dia tewas dengan 10 luka tembak.Awalnya, gadis ini hanya ingin pulang sekolah. Dia tengah menunggu bus di sebuah terminal di Yerusalem. Kali ini, dia cukup berani lantaran berada di tempat terbuka sendiria. Padahal tidak ada satupun gadis berani seperti itu.Tiba-tiba, seorang warga Israel melintas di depan Marah. Warga itu kemudian berteriak dan menuduh Marah membawa pisau dan berusaha menusuknya.Hal itu membuat sejumlah polisi Israel berdatangan. Marah panik, mulai menangis dan berteriak.Tetapi, polisi Israel berpandangan lain. Mereka malah menganggap teriakan itu bukan bentuk mengiba, melainkan upaya perlawanan.Dalam hitungan detik, terdengar bunyi tembakan di lokasi tempat Marah menunggu bus sebanyak 10 kali. Marah kemudian ditemukan tergeletak dengan darah mengalir keluar dari tubuhnya. Gadis berhijab itu harus meregang nyawa.Kekerasan di wilayah Palestina semakin hari semakin memanas. Sedikitnya ada 30 warga Palestina, sebagian besar remaja dan anak-anak tewas oleh ulah provokatif Israel. (Ism, Sumber: english.wafa.ps | shehab news agency) Referensi : https://www.dream.co.id/news/diteriaki-kriminal-gadis-palestina-tewas-ditembak-10-kali-151015i.html https://www.facebook.com/groups/fafhh/permalink/325291051136770/  ",https://turnbackhoax.id/2016/08/09/klarifikasi-seorang-gadis-palestina-ditembaki-oleh-10-laki-laki-warga-israel/,1
[HOAX] Pesan berantai lahirnya bayi seperti dajjal di Israel,"Mei 22, 2016","SUMBER : WHATSAPPNARASI :Seorang bayi telah dilahirkan di israel yang mukanya mirip seperti dajjal,Allah (s.w.t) telah berkata di dalam al-Qur’an bahawa seorang bayi yang kelihatan seperti dajjal akan dilahirkan di israel dan itu adalah petanda hari perhitungan.Telah dinyatakan juga di dalam al-Qur’an bahwa tanda ini
adalah sebagian daripada tanda-tanda sebelum berlakunya hari pembalasan. Oleh karena itu, para muslimin dan muslimat seharusnya sudah mulai berubah dan menunaikan solat.
Kamu tidak akan pernah tahu kapan hari kiamat tiba …..
# Bebaskan Palestina *menunggu* tanda-tanda Kiamat…..
-Homoseksual
-Manusia memburuk-burukkan keturunan (kakek – nenek) orang lain.
-Pakaian yang mempamerkan hampir seluruh anggota badan (lekuk tubuh)
-Tiada lagi bintang di langit
-Manusia hilang
-Bangunan tinggi
-Kemunculan Imam Mahdi
-kemunculan Dajjal
-Turunnya Nabi Isa Al-Masih …
-Kemunculan Yajooj – Majooj..
-Terbitnya matahari dari barat; dimana pintu keampunan akan ditutup
-Dab’bat al-Ard akan muncul dari tanah dan akan memberi tanda kepada Muslim yang sebenar-benarnya..
-Kabut selama 40 hari.. yang akan membunuh orang yg benar2 percaya pada Allah agar mereka tidak lagi perlu menyaksikan tanda-tanda lain.
-Sebuah kebakaran yang besar (dahsyat)…akan menyebabkan kehancuran.
-Kehancuran / kerosakkan Ka’bah
-Hilangnya tulisan di dalam al-Qur’an.
-Sangkakala ditiup kali pertama; semua hewan dan orang kafir akan mati dan semua gunung dan bangunan akan musnah.
-Sangkakala ditiup buat kali kedua;
semua ciptaan Allah akan mati dan akan dihimpunkan di padang Arafat untuk dihisab.
-Matahari akan menghampiri bumi…
Nabi Muhammad S.A.W. berkata:
‘Siapa saja yang menyebarkan berita ini kepada orang lain,akan aku tempatkan dia di dalam Jannah pada hari pembalasan….Mari kita lihat jika syaitan menghentikannya
(mungkin bermaksud = menghentikan penyebaran pesan ini).# Silahkan share pesan ini….. semoga bermanfaatPENJELASAN :Tidak ada ayat Qur’an yang menyatakan demikian.Pembuat & penebar berita ini telah memfitnah orang lain, dengan menggunakan Qur’an.Pemalsu hadits saja diancam siksa Neraka.
Silakan bayangkan sendiri bagaimana dengan pemalsu Qur’an.Apakah kita mau menjadi PENEBAR AYAT PALSU ?https://www.facebook.com/groups/fafhh/permalink/290613147937894/",https://turnbackhoax.id/2016/05/22/hoax-pesan-berantai-lahirnya-bayi-seperti-dajjal-di-israel/,1
[HOAX] Raja Salman danai kampanye PM Israel Netanyahu,"Mei 13, 2016","SUMBER : MEDIA SOSIALNARASI : According to the Middle East Observer, Isaac Herzog, member of the Knesset and Chairman of the Israeli Labor party, revealed that Saudi King Salman bin Abdulaziz financed the election campaign of Israeli Prime Minister, Benjamin Netanyahu. (Menurut Pengamat Timur Tengah, Isaac Herzog, anggota Knesset dan Ketua Partai Buruh Israel, mengungkapkan bahwa Raja Saudi Salman bin Abdulaziz membiayai kampanye pemilihan Perdana Menteri Israel, Benjamin Netanyahu)PENJELASAN : Laporan adanya beberapa pihak dari Arab Saudi diperoleh dari Panama Papers. Namun setelah dilakukan penelusuran lebih lanjut, terdapat indikasi yang menyatakan jika laporan tersebut adalah tidak benar melainkan hoax. Kejanggalan lainnya, adalah bahwa jika berita itu akurat, sangat mustahil media-media utama Israel termasuk media oposisi dan media Barat tidak ikut melansirnya. https://www.facebook.com/groups/fafhh/permalink/286716501660892/",https://turnbackhoax.id/2016/05/13/hoax-raja-salman-danai-kampanye-pm-israel-netanyahu/,1
(DISINFORMASI) Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,"Desember 5, 2015","Sumber: Media Sosialhttps://www.facebook.com/irvan.eenk…/posts/1665450403730748…Bu foto geçen hafta Filistin'de çekildi…Kalbinden vurulan çocuk…Dünyaya son bakış…CENNETE İLK BAKIŞ… pic.twitter.com/aV6k6YHcrb— Osmanli Torunu (@cayelirize) October 20, 2015Yahudi askerleri tarafından kalbinden vurulan Filistinli çocuğun şehadet anı #hesapvereceksiniz pic.twitter.com/sqth1ilUHO— Medeni Αrslan (@medslan) October 12, 2015Narasi:“SUBHANALLAH…
Anak Palestina ini berlutut memandangi tentara israel yg menembaknya dari jarak dekat,
Peluru menembusi jantung nya. Tapi coba Lihat wajah syuhada ini .. Tak ada menggambarkan kesakitan…”Penjelasan:Detil penjelasan sudah dilakukan oleh Fanpage Indonesia Hoaxes. Berikut penjelasannya:Pada tanggal 1 Desember 2015 (pukul 21.23) akun ‘Irvan’ memposting sebuah gambar seorang anak dan diberi deskripsi sebagai Anak Palestina yang ditembak oleh Tentara Israel.Apakah kejadian itu nyata?
Ya benar, tetapi diperankan oleh aktor dan aktris berpengalaman.Agar tidak menjadi misinformasi, untuk kita ketahui bersama bahwa gambar tersebut merupakan cuplikan dari sebuah film berjudul ‘Mamlakat al-Naml’ atau lebih dikenal ‘The Kingdom of Ants’. Diputar sejak tahun 2010 di berbagai negara, seperti Tunisia, mesir, dan Suriah. Namun karena banyaknya peristiwa di berbagai negara, sehingga film ini berhenti perputarannya untuk internasional dan diputar kembali pada tahun 2012 untuk kelas internasional.Anda dapat menyaksikan trailer dan full movie dari ‘Mamlakat al-Naml’ di Youtube :Trailer di Youtube: https://www.youtube.com/watch?v=H4lg2QQYShUFull Movie di Youtube (Cuplikan pada Menit 1:15:35): https://www.youtube.com/watch?v=XrBINqnIHMkSeperti diklarifikasi melalui review di situs web ‘Al-Akhbar’, film ini tidak mendokumentasikan perjuangan Palestina, sebaliknya film ini tentang perjuangan sebuah keluarga yang mirip dengan analogi semut :“Palestinians have deep-rooted traditions. Although they have not yet been able to beat their oppressors, they have not yet learned the philosophy of defeat. Their enemy saw this in them and director Chawki al-Mejri wanted to show it to the entire world.Mamlakat al-Naml (The Kingdom of Ants), coming soon to Lebanese theaters, is a poetic portrayal of Palestine in cinema.The film does not document the Palestinian struggle. Rather, it weaves legends that touch the heart and not the mind.The film is about struggle that passes from generation to generation. It is about early death that forces parents to bury their children, breaking the natural order of life. It is the tapestry of a cause, from one intifada to another.Mamlakat al-Naml is about a family struggling to survive on land being carved up piece by piece and a dream that is crushed night after night. The struggle is the family’s heirloom, just like ants inherit the daily scramble for means of survival.A father puts his life in the hands of the resistance, being chased and apprehended regularly. He offers his son to the intifada, while the mother surrenders to her fate. The grandfather lives in the graves, collecting the bones of his comrades that keep him company in an underground kingdom.The film falls into exaggeration. It is full of fables of infinite heroism, where the family has no life outside the struggle. It does not explore the details of daily life, which are present in every society, even the Palestinians’.n a shot that wanted to be symbolic, a dying child smiles to his friend, but the scene looks like a caricature. The affected manner of the film begins with its script and continues to its characters and cinematography.It is also full of errors. There is no logic in the sequence of events and the muddled plot is full of digressions that exhaust the viewer.Mejri, who directed al-Ijtiyah (The Invasion) and Hoodoo Nisbi (Relative Calm), did, however, succeed in choosing a professional cast. This is especially true of Jordanian actress Saba Mubarak, who deserves a prize for her role, and Jamil Awwad with his remarkable performance.”“Mamlakat al-Naml was filmed in 2010 between Tunisia, Egypt, and Syria, where he lives, but its release was delayed due to the events in those countries.”http://english.al-akhbar.com/node/11937Dengan tidak mengurangi rasa simpati dan kesedihan kami terhadap saudara kita di Palestina, kami imbau para pengguna internet, bahwa klaim tidak berdasar untuk memotivasi orang-orang itu sangat tidak dianjurkan, terlebih jika itu terbukti fitnah dan tidak dapat dipertanggungjawabkan kebenarannya.Informasi seperti ini umumnya ditelan mentah-mentah oleh pengguna internet. Sebelum menjadi viral, Anda sudah paham bahwa klaim tersebut tidak sepenuhnya benar. Seperti klaim ‘seorang anak suriah ditembak dua kali’ beberapa waktu lalu, yang ternyata ‘juga’ hasil cuplikan sebuah film:https://www.facebook.com/IndonesianHoaxes/photos/a.706244416094758.1073741828.705618876157312/1043417399044123/?type=3Tetap waspada informasi yang tidak akurat dengan maksud propaganda dan memiliki tujuan jahat terhadap pengguna internet. Stop Memotivasi Dengan Cara Hoax.Semoga bermanfaat, sikapi dengan bijak, salam internet sehat!#StopHoax #AntiPropaganda #AntiPembodohan #Klarifikasi #FilmAnak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!Klaim :""SUBHANALLAH…Anak Palestina ini berlutut…Posted by Indonesian Hoaxes on Friday, December 4, 2015 Referensi:https://www.facebook.com/groups/fafhh/permalink/209993242666552/ ",https://turnbackhoax.id/2015/12/05/disinformasi-anak-palestina-ditembak-oleh-tentara-israel-dari-jarak-dekat/,1
(HOAX) Foto Logo I Love Israel pada Permen Mentos,"Oktober 25, 2015","Sumber: Media SosialNarasi: Foto mentos edisi I Love Israel berada di  sebuah supermarket daerah Jakarta Pusathttps://www.facebook.com/photo.php?fbid=10201376309685552&set=a.2162739723884.60258.1708332198&type=3Penjelasan: Padahal, gambar yang sama persis telah ada sejak tahun lalu berdasarkan reverse image dari Google Search(lihat link gambar dibawah). Menurut sebuah web di Turki, tidak diketahui permen mentos berlogo “I Love Israel” dijual ke negara mana aja. Kemungkinan besar dijual secara terbatas.Bila melihat gambar bungkus mentos tersebut terdapat aksara ibrani yang notabenenya digunakan di Israel. Ada kemungkinan penjualan Mentos berbungkus seruan I Love Israel dijual terbatas di Israel (lihat link gambar di bawah).http://i.imgur.com/dHa8C3r.pnghttp://i.xomf.com/ywbsk.png (link alternatif kl yang imgur kalau tidak bisa terbuka)Referensi: https://www.facebook.com/groups/fafhh/permalink/195508504115026/",https://turnbackhoax.id/2015/10/25/hoax-foto-logo-i-love-israel-pada-permen-mentos/,1
[SALAH] IDF: Bawah Tanah Rumah Sakit Indonesia jadi Pusat Komando Kontrol Hamas,"November 23, 2023","Hasil periksa fakta Moch. MarcellodiansyahFaktanya tidak ada bukti atas tuduhan yang disampaikan juru bicara IDF. Edy Wahyudi selaku insinyur dan Site Manager Pembangunan Rumah Sakit Indonesia di Gaza membantah tuduhan-tuduhan yang disampaikan oleh IDF.= = =Kategori: Konten yang Menyesatkan= = =Sumber: Facebookhttps://ghostarchive.org/archive/lYyUp= = =Narasi:“Waduh… Saya sangat malu…Ternyata ini.”“️IDF Ungkap Rahasia Memalukan RS Indonesia di Gaza”“Hari ini kami juga merilis bukti dari Rumah Sakit Indonesia telah digunakan oleh Hamas untuk menyembunyikan Pusat Komando Kontrol Bawah Tanah. Pembangunan konstruksi Rumah Sakit didanai oleh beberapa LSM dari Indonesia, saya akan tunjukkan pada Anda, alasan mengapa mereka membangun rumah sakit di sana. Denah (gambar satelit ini diambil pada tahun 2010, saat Rumah Sakit Indonesia masih dalam pembangunan, perhatikan di sini area yang berwarna merah, ini adalah pos terdepan teror Hamas, tidak mengherankan Hamas membangun rumah sakit di atas infrastruktur teror mereka. Jalur keluar Hamas tersembunyi di bawah tanah fasilitas itu (RS Indonesia), sebelum mereka mulai membangun konstruksi rumah sakit Indonesia. Di seberang jalan hanya 75-80 meter dari RS Indonesia di Gaza, di sini IDF mengidentifikasi bekas peluncuran roket yang berarti mereka (Hamas) meluncurkan roket dari sini. Saya ulangi lagi, mereka (Hamas) melontarkan roket ke Israel hanya 75 meter dari RS Indonesia. Mengapa? Karena mereka tahu tepat jika Israel menyerang dari udara tempat pelontar roket seperti itu maka RS akan rusak.”= = =Penjelasan:Sebuah unggahan di Facebook membagikan video pers rilis juru bicara Israel Defense Forces (IDF), Danial Hagari yang menuduh bawah tanah konstruksi Rumah Sakit Indonesia di Gaza menjadi Pusat Komando Kontrol Hamas. Dalam rilis tersebut IDF menunjukkan beberapa bukti dari tuduhan tersebut.Hasil penelusuran menunjukkan bahwa klaim tersebut menyesatkan, faktanya melalui channel YouTube MER-C Indonesia Edy Wahyudi selaku insinyur dan Site Manager Pembangunan Rumah Sakit Indonesia di Gaza membantah tuduhan-tuduhan yang disampaikan IDF terhadap Rumah Sakit Indonesia di Gaza. Mengutip dari laman resminya, Medical Emergency Rescue Committee (MER-C) adalah organisasi sosial kemanusiaan yang bergerak dalam bidang kegawatdaruratan medis asal Indonesia.Edy Wahyudi menyampaikan bahwa Rumah Sakit Indonesia di Gaza hanya berada pada satu lokasi saja berbeda dengan yang ditampilkan IDF. Selain itu, pembangunan rumah sakit ini tidak dibiayai oleh beberapa LSM akan tetapi didanai oleh seluruh masyarakat Indonesia yang di himpun oleh MER-C selaku LSM yang melaksanakan pembangunan Rumah Sakit Indonesia di Gaza.Lebih lanjut Edy Wahyudi juga membantah bahwa pembangunan rumah sakit dalam masa pembangunan pada 2010, karena pembangunan tahap struktur rumah sakit tersebut baru di mulai pada Mei 2011. Penggalian sedalam 8 meter untuk membangun basement dan pondasi rumah sakit tidak ditemukan adanya infrastruktur terowongan bawah tanah atau fasilitas bawah tanah Hamas.Edy Wahyudi juga menyampaikan bahwa lokasi kerusakan yang dituduh sebagai tempat peluncuran roket Hamas yang menyerang Israel tepat berada 75 meter dari Rumah Sakit Indonesia di Gaza sudah sejak 2014 dibombardir oleh IDF pada 2014 saat agresi 52 hari oleh Israel. Pada saat itu Edy Wahyudi dan tim sedang berada di Gaza saat rumah sakit tersebut masih dalam pembangunan.Mengutip dari CNN Indonesia, Faried Thalib yang juga insinyur yang membangun RS Indonesia mengatakan area RS Indonesia tidak memiliki fasilitas apa pun yang menghubungkan dengan pihak mana pun di Gaza. Dia juga menegaskan bahwa fasilitas tanah di RS Indonesia adalah tempat menyimpan solar untuk menghidupkan generator, bukan situs peluncuran roket.Dengan demikian, bawah tanah Rumah Sakit Indonesia di Gaza jadi Pusat Komando Kontrol Hamas adalah tidak benar dengan kategori Konten yang Menyesatkan.= = =Referensi:https://www.reuters.com/world/middle-east/indonesia-says-gaza-hospital-palestinians-after-israel-accusations-2023-11-07/https://www.cnnindonesia.com/internasional/20231108102050-120-1021394/4-fakta-tuduhan-israel-soal-rs-indonesia-sarang-hamas-tapi-dibantah-rihttps://cekfakta.tempo.co/fakta/2565/menyesatkan-israel-klaim-rumah-sakit-indonesia-di-gaza-jadi-sarang-hamas= = = ",https://turnbackhoax.id/2023/11/23/salah-idf-bawah-tanah-rumah-sakit-indonesia-jadi-pusat-komando-kontrol-hamas/,1
[SALAH] Imam Arab Saudi Ditangkap Karena Membela Palestina,"November 21, 2023","Hasil periksa fakta Evarizma Zahra.Konten yang menyesatkan. Video tersebut merupakan seorang pria Arab Saudi yang mengidap gangguan jiwa dan mengaku sebagai imam resmi, bukan karena membela Palestina.=====KATEGORI: KONTEN YANG MENYESATKAN=====Sumber: Twitterhttps://archive.ph/UsdcNArsip Video:https://video.twimg.com/ext_tw_video/1722209586680328193/pu/vid/avc1/256×448/LiSsH7sbPL_8ryM7.mp4?tag=12=====Narasi(Diterjemahkan ke Bahasa Indonesia):“BERITA TERBARU:Arab Saudi menangkap seorang Imam yang menyerukan perang dengan Israel. Arab Saudi dan Yordania kini lebih melindungi dan membantu Israel dibandingkan AS sendiri”.=====Penjelasan:Akun Twitter bercentang biru @Megatron_ron (Megatron) mengunggah video yang memperlihatkan seorang imam di Arab Saudi ditangkap. Pengguna Twitter tersebut menklaim bahwa kejadian itu merupakan penangkapan Imam Arab Saudi karena menyatakan perang dengan Israel dan akan membela Palestina. Cuitan dan video yang diunggah pada 8 November itu telah disukai oleh 3,241 orang, dibagikan dan dikutip ulang 2,000 kali, serta telah dilihat 237,300 kali.Berdasarkan hasil penelusuran, informasi tersebut menyesatkan. Salah satu kanal berita Arab Saudi, Akhbaar 24, menulis berita yang menggunakan video serupa pada Maret 2018 dengan judul “A mentally ill person ascends to the pulpit of a mosque in Yanbu al-Nakhl…and ‘Islamic Affairs’ clarifies the circumstances of the incident”. Pada artikel tersebut juga dijelaskan bahwa pria tersebut mengaku sebagai imam asli yang ditugaskan untuk memberikan khutbah Jumat di Masjid Yanbu al-Nakhl. Selain itu, tidak terdapat topik apapun mengenai konflik Israel-Palestina pada berita tersebut.Terlebih lagi, informasi serupa juga pernah dibahas oleh turnbackhoax.id pada Februari 2022 dengan judul “[SALAH} Imam Masjid di Arab Saudi Dijatuhkan Secara Paksa Karena Mengkritik Pemerintah” dan dikategorikan sebagai konteks yang salah.Dengan demikian, informasi yang disebarluaskan oleh @Megatron_ron (Megatron) merupakan konten yang menyesatkan.=====Referensi:https://www.akhbaar24.com/article/detail/382448https://turnbackhoax.id/2022/02/18/salah-imam-masjid-di-arab-saudi-dijatuhkan-secara-paksa-karena-mengkritik-pemerintah/",https://turnbackhoax.id/2023/11/21/salah-imam-arab-saudi-ditangkap-karena-membela-palestina/,1
