headline,date,month,year,content,link,hoax
5 Berita Terpopuler Internasional Hari Ini,27,November,2023,"Sayap militer Hamas menyebut komandan brigade utaranya pemimpin senior tewas serangan Israel kelompok tersebut.Dalam pernyataan dirilis Minggu , Brigade Ezzedine al-Qassam Ahmed al-Ghandour anggota dewan militernya , orang , Ayman Siyyam , kepala divisi roketnya . Brigade Ezzedine al-Qassam cabang Tepi Barat mengonfirmasi kematian pemimpin . `` berjanji Allah melanjutkan perjalanan darah penerang mujahidin api penjajah , '' pernyataan sayap militer Hamas , dikutip Al Arabiya , Senin . terbunuh . berita , berita-berita internasional menarik perhatian pembaca detikcom , , Senin : - Ngeri ! 3 Mahasiswa Palestina AS DitembakTiga mahasiswa Palestina ditembak mengalami luka-luka negara Vermont , Amerika Serikat . Salah mahasiswa dilaporkan kondisi kritis rumah sakit setempat.Seperti dilansir Al Arabiya , Senin , Komite Anti-Diskriminasi Amerika-Arab menyebut ketiga pemuda Palestina berusia 20 ditembak Sabtu malam , perjalanan menghadiri makan malam keluarga.Para saksi mata kepolisian korban penembakan mengenakan Kuffiyeh , simbol identitas perlawanan Palestina . Ketiga pemuda Palestina berbicara bahasa Arab pria , identitasnya , menembaki mereka.- Israel Perangi Hamas Gencatan Senjata BerakhirMiliter Israel pasukannya berperang melawan Hamas 'dengan gigih ' gencatan senjata kemanusiaan Jalur Gaza . Israel menghentikan pertempuran melawan Hamas Jumat pekan kesepakatan gencatan senjata pembebasan sandera diberlakukan.Seperti dilansir Al Arabiya , Senin , penegasan Kepala Staf Militer Israel Letnan Jenderal Herzi Halevi pernyataannya dirilis Minggu . `` Militer Israel pasukannya berjuang keras melindungi kehidupan rakyat menjunjung nilai-nilai . menciptakan kondisi kerangka pembebasan kelompok anak-anak ibu-ibu disandera jeda , '' Halevi . `` kerangka selesai , operasi gigih , membebaskan sandera membubarkan Hamas sepenuhnya , '' tegasnya.- Ukraina Drone Rusia Sulit Dideteksi , ? Militer Ukraina mengungkap puluhan drone kamikaze diluncurkan militer Rusia wilayahnya serangan baru-baru , sulit dideteksi pertahanan udara . ? dilansir Al Arabiya , Senin , juru bicara Angkatan Udara Ukraina , Yuriy Ihnat , pernyataan dikutip kantor berita Ukrinform , mengakui warna material drone Rusia membuatnya sulit dideteksi diluncurkan . Halaman 1 2 hamas perang hamas vs israel hamas vs israel gaza israel gencatan senjata gaza berita terpopuler internasionalIhnat drone-drone kamikaze diluncurkan Rusia wilayah Ukraina memiliki corak warna hitam dilapisi karbon menyerap sinyal radar . `` karbon , bahan menyerap sinyal radar , mengecatnya warna hitam ... mempersulit kinerja pertahanan udara , visual kelompok tembak mobile , '' Ihnat pernyataannya Minggu . - Gencatan Senjata Gaza Masuki ke-4 , Diperpanjang ? Gencatan senjata 4 Israel Hamas memasuki 24 jam Senin . , pembicaraan potensi perpanjangan gencatan senjata dilaporkan , Hamas mengisyaratkan kesediaan memperpanjang jeda kemanusiaan membebaskan sandera.Seperti dilansir Al Arabiya , Senin , gencatan senjata Jumat berhasil dipertahankan pekan , puluhan sandera dibebaskan Hamas 100 tahanan Palestina dibebaskan penjara-penjara Israel.Sorotan gencatan senjata diperpanjang dijadwalkan Selasa pagi besok , sesuai kesepakatan dicapai Israel Hamas pekan mediasi Qatar Mesir , Amerika Serikat . `` tujuan , tujuan , menjaga jeda sandera dibebaskan bantuan kemanusiaan disalurkan membutuhkan Gaza , '' Presiden AS Joe Biden pernyataan Minggu .- 5 Pemimpin Senior Brigade Al-Qassam Hamas Tewas Serangan IsraelSayap militer Hamas menyebut komandan brigade utaranya pemimpin senior tewas serangan Israel kelompok tersebut.Dalam pernyataan dirilis Minggu , Brigade Ezzedine al-Qassam Ahmed al-Ghandour anggota dewan militernya , orang , Ayman Siyyam , kepala divisi roketnya . Brigade Ezzedine al-Qassam cabang Tepi Barat mengonfirmasi kematian pemimpin . `` berjanji Allah melanjutkan perjalanan darah penerang mujahidin api penjajah , '' pernyataan sayap militer Hamas , dikutip Al Arabiya , Senin . terbunuh.Sementara , militer Israel mengonfirmasi membunuh `` komandan senior . ''",https://news.detik.com/internasional/d-7059322/5-berita-terpopuler-internasional-hari-ini,0
"Gencatan Senjata Masuki Hari Terakhir, Hamas Isyaratkan Perpanjang Jeda",27,November,2023,"Gencatan senjata Israel Hamas memasuki 24 jam Senin , kelompok militan Hamas mengaku bersedia memperpanjang jeda , diberitakan AFP.Puluhan sandera dibebaskan Hamas jeda Jumat , imbalannya , 100 tawanan Palestina dibebaskan Israel.Perhatian beralih : gencatan senjata diperpanjang Selasa pagi ? `` tujuan , tujuan , melanjutkan jeda besok setelahnya , sandera bantuan kemanusiaan membutuhkan Gaza , '' Presiden AS Joe Biden Minggu .Biden pertempuran dihentikan `` tawanan dibebaskan . `` `` wilayah mencari sandera dibebaskan ... Hamas benar-benar menguasai Gaza . `` Kelompok militan Hamas mengisyaratkan kesediaannya memperpanjang gencatan senjata , sumber AFP . sumber , Hamas mediator terbuka memperpanjang jeda `` '' . `` membebaskan 20 40 tahanan Israel '' periode , sumber kelompok tersebut.Berdasarkan kesepakatan gencatan senjata , 50 sandera ditahan kelompok Hamas dibebaskan imbalan 150 tawanan Palestina dibebaskan Israel . mekanisme perpanjangan 10 tawanan Israel dibebaskan harinya.Salah faktor berpotensi memperumit fakta sandera diyakini ditahan kelompok Hamas.Sementara , Israel menghadapi tekanan keluarga sandera , sekutunya , memperpanjang gencatan senjata pembebasan . Salah satunya Menteri Negeri Prancis Catherine Colonna.Perpanjangan gencatan senjata `` bagus , membantu '' sandera , warga negara Prancis , dibebaskan , BFMTV Minggu setempat.Pembebasan sandera meningkatkan semangat Israel . pertemuan sandera keluarga diwarnai air mata.Seorang anak perempuan warga negara Amerika Serikat-Israel berusia bernama Abigail , orangtuanya terbunuh serangan Hamas , salah sandera kelompok ketiga dibebaskan Hamas Minggu . `` Sungguh kebahagiaan . sisi , disayangkan kenyataan memiliki orang tua , '' Perdana Menteri Israel Benjamin Netanyahu . `` memiliki orang tua , memiliki bangsa merangkulnya , '' tambahnya.Seorang perempuan berusia 84 kelompok sandera ketiga dibebaskan Hamas Minggu . Perempuan dilarikan ruang rawat intensif kondisi kritis `` ditelantarkan serius , '' pejabat medis.Total 13 sandera dibebaskan Hamas ketentuan gencatan senjata Minggu . imbalannya , 39 tahanan Palestina dibebaskan Israel , disambut kerumunan massa melambaikan bendera Palestina Hamas.Secara terpisah , Hamas membebaskan warga negara Thailand warga negara Rusia-Israel , Ron Krivoy , Hamas dibebaskan `` respons upaya Presiden Rusia Vladimir Putin '' `` dukungannya perjuangan Palestina '' .bh/gtp",https://news.detik.com/dw/d-7059235/gencatan-senjata-masuki-hari-terakhir-hamas-isyaratkan-perpanjang-jeda,0
Dunia Hari Ini: Tawanan Hamas Dibebaskan Termasuk Warga Asal Thailand,27,November,2023,"Selamat Senin ! Dunia edisi 27 November menyajikan berita memuat laporan kejadian dunia.Mari perkembangan Gaza . Hamas membebaskan 13 warga Israel warga Thailand pertukaran putaran berdasarkan kesepakatan gencatan senjata.Kelompok Hamas menunda perjanjian pertukaran jam , menganggap Israel melanggar ketentuan perjanjian gencatan senjata.Tujuh belas sandera diserahkan Palang Merah Israel Mesir.Tak , malam , Israel membebaskan 39 tahanan Palestina Yerusalem timur Tepi Barat pertukaran upaya mediasi internasional.Perdana Menteri Thailand Srettha Thavisin mengkonfirmasi warga negara Thailand tawanan terbaru dibebaskan Hamas kondisi baik.Sebuah kapal kargo berbendera Komoro tenggelam lepas pantai Pulau Lesbos Yunani , menyebabkan 13 awaknya hilang orang berhasil diselamatkan.Operasi penyelamatan besar-besaran melibatkan kapal kargo , kapal penjaga pantai , helikopter angkatan udara angkatan laut fregat angkatan laut angin kencang menenggelamkan kapal tersebut.Kapal perjalanan Istanbul Alexandria , Mesir , membawa 6.000 ton garam , tenggelam Minggu pagi.Kantor Berita Athena , mengutip perusahaan pengelola kapal bermarkas Lebanon , awak kapal warga negara Suriah , warga India , 11 warga Mesir.Kebakaran melanda pusat perbelanjaan kota Karachi , Pakistan selatan , pekan kemarin menewaskan 10 orang melukai 22 lainnya.Geo News Pakistan kebakaran pusat perbelanjaan RJ , gedung komersial bertingkat menampung call-centres perusahaan perangkat lunak.Kepala petugas pemadam kebakaran Ishtiaq Ahmed Khan terkena dampak kebakaran lantai empat.Lebih 60 orang mal kebakaran terjadi.Terry Venables meninggal dunia usia 80 sakit.Ia mantan manajer tim sepak bola nasional Inggris Timnas Australia Socceroos , klub-klub top Eropa Tottenham Hotspur Barcelona . `` benar-benar terpukul kehilangan suami ayah . meninggal tenang kemarin sakit , '' bunyi pernyataan keluarga dirilis Minggu.Saat manajer Soccerros , Terry membawa timnas Australia melaju pertandingan Piala Dunia , gagal lolos turnamen bermain imbang 2-2 melawan Iran 1997 .",https://news.detik.com/abc-australia/d-7059205/dunia-hari-ini-tawanan-hamas-dibebaskan-termasuk-warga-asal-thailand,0
Mampukah Ekonomi Israel Atasi Dampak Perang Gaza?,29,November,2023,"dievakuasi rumah perbatasan Jalur Gaza , puluhan ribu warga Israel tinggal wilayah . warga tinggal perbatasan utara Lebanon.Jumlah total warga Israel dievakuasi 200.000 250.000 . , 360.000 anak muda dipanggil menjalani wajib militer serangan teror Hamas , 7 Oktober lalu.Akibatnya , toko ditutup zona evakuasi . , konflik Jalur Gaza , kegiatan pariwisata Israel praktis terhenti . , pariwisata salah sumber devisa terbesar Israel . , maskapai penerbangan asing melayani perjalanan Israel , Ben-David , kepala lembaga penelitian Shoresh Institution for Socioeconomic Research Universitas Tel Aviv , DW.Sejauh , dampak perang terhadp kehidupan ekonomi terkendali , . `` efeknya bergantung variabel . perang ? Hizbullah intervensi ? perang berlanjut , membutuhkan pasukan cadangan ? `` 360.000 penduduk tentara , karyawan berhenti menggantikan pasangan mengasuh anak , sekolah ditutup , Ben-David.Perang Gaza menciptakan tekanan industri teknologi mendorong kelangkaan tenaga kerja . `` Israel , 10 persen tenaga kerja sektor teknologi , bertanggung 50 persen ekspor , '' Ben-David.Sebagian pekerja sektor teknologi Israel berusia relatif muda . masuk kelompok usia rajin dipanggil berperang Gaza perbatasan Lebanon . Kaum muda tentara profesional , pekerja berpendidikan produktif.Sebaliknya , menjalani wajib militer cenderung memiliki produktivitas rendah , peneliti.Sebabnya perang Gaza kian pertaruhan Israel . `` bergantung industri teknologi , buruk , menaruh peluang terbaik keranjang , '' Ben-David , seraya kemunduran bidang teknologi berdampak negeri.Menurutnya , kali Israel mengalami krisis ekonomi , `` pemulihan digerakkan sektor teknologi penyumbang pertumbuhan terbesar . `` kantor berita AS , Bloomberg , perang Gaza menyedot biaya USD 260 juta kas negara . Oktober , defisit anggaran Israel melonjak tujuh kali lipat , ditandai jatuhnya nilai tukar mata uang nasional , Syikal , Dollar AS level terendah 11 tahun.Kementerian Keuangan mengumumkan menambah utang pemerintah 75 persen November . `` Israel negara berperang , pengeluaran meledak pendapatan berkurang . Akibatnya biaya pinjaman meningkat , '' tulis kolumnis Bloomberg , Marc Champion.Ben David menyimpulkan , perang Gaza Hizbullah campur tangan , perekonomian Israel pulih relatif cepat.rzn/hpSimak Video : Viral Fasilitas Mewah Kamp Pemulihan Tentara Israel Zona Perang",https://news.detik.com/dw/d-7062164/mampukah-ekonomi-israel-atasi-dampak-perang-gaza,0
"Bertemu Presiden Zuzana, Ma'ruf Bicara WNI Belum Punya Masjid di Slovakia",27,November,2023,"Wakil Presiden Ma'ruf Amin masjid warga negara Indonesia beragama Islam warga muslim Slovakia bertemu Presiden Slovakia Zuzana Caputova . , Zuzana syarat pendirian masjid terpenuhi . `` terang warga muslim masjid , beliau aturannya dipenuhi , '' Ma'ruf Bratislava , Slovakia , Senin .Ma'ruf bicara perang Ukraina Gaza . Ma'ruf berharap solusi permanen terkait konflik Gaza . `` Indonesia dihentikan pertempuran solusi permanen , two-state solution . setuju , cuman menganggap Hamas teroris , '' Ma'ruf.Ma'ruf banyaknya korban perempuan akibat perang Gaza . Ma'ruf mendorong penyelesaian permanen warga sipil bersalah korban . `` masuk perempuan , pemberdayaan perempuan , presiden perempuan Slovakia bilang korban perempuan Gaza , '' Ma'ruf.Perihal masjid Slovakia pebisnis halal Yayasan Islam Slovakia berdialog Ma'ruf Minggu kemarin . syaratnya pendirian sulit , Ma'ruf masyarakat muslim Slovakia pendekatan . `` membangun rumah ibadah sulit . Syaratnya 50 ribu orang . , pendekatan pendekatan cara-cara kasar , keras , marah-marah dialog-dialog positif , '' Ma'ruf pertemuan kemarin.Ma'ruf mendengar masyarakat muslim kesulitan makanan halal Slovakia . mendorong merintis restoran halal . `` rintisan-rintisan restoran-restoran halal Eropa Barat dikembangkan tinggal Eropa Timur , '' Ma'ruf .",https://news.detik.com/berita/d-7059849/bertemu-presiden-zuzana-maruf-bicara-wni-belum-punya-masjid-di-slovakia,0
Duh! Eks Pejabat AS Ini Hina Islam dan Penjual Makanan Halal,27,November,2023,"Mantan pejabat Amerika Serikat era Barack Obama ditangkap polisi lantaran kedapatan menghina penjual makanan halal . kronologinya ! Stuart Seldowitz , mantan penasehat Barack Obama ditangkap tuduhan pelecehan berat . Pasalnya tindakannya menimbulkan ketakutan kerja.Dalam video viral melontarkan ujaran kebencian gerai makanan halal , Adam Halal Food Cart Upper East Side , New York . Adam Halal Food Cart milik Mohamed Hussein . Hussein Seldowitz gerainya membeli makanan . `` asal-usul , berasal Mesir , Seldowitz melontarkan kebencian , '' dikutip Al Jazeera.Kemudian , Seldowitz menyebut Hussein 'teroris ' . `` Kau mendukung terorisme , kau mendukung pembunuhan anak-anak , '' , dikutip Khaleej Times .Parahnya , Seldowitz membunuh 4.000 anak Palestina . , Seldowitz mengancam penjual makanan orang tuanya ditangkap . `` Mukhabarat , badan intelijen Mesir menangkap orang tuamu , '' mengambil ponsel memotret penjual makanan tersebut.Tak , Seldowitz menghina Nabi Muhammad SAW melecehkan Al-Qur'an , `` memerkosa putrimu Muhammad SAW , '' .Hussein bahasa Inggris . Namin , Seldowitz berhenti melontarkan ujaran kebencian . `` Bahasa ? Bahasa Arab ? Bahasa Al-Qur'an orang tisu toilet ? , '' . berhenti , Seldowitz melontarkan kata-kata merendahkan penjual gerobakan kaki sebutan bodoh . `` jualan gerobak makanan , bodoh , belajar Bahasa Inggris . membantumu dideportasi Mesir , '' Seldowitz.Akibat ulahnya Seldowitz diamankan polisi . , Seldowitz videonya viral mewakili cerita.Seldowitz mengklaim kesal lantaran penjual makanan halal simpatinya kelompok Hamas.Klaim Seldowitz langsung dibantah Hussein . disayangkan Islam Moustafa Co-owner Adam Halal Food Cart . `` habis pikir , maaf memutarbalikkan fakta , '' tutup Hussein .",https://food.detik.com/info-kuliner/d-7058842/duh-eks-pejabat-as-ini-hina-islam-dan-penjual-makanan-halal,0
Erdogan Ingin Turki-Iran Bersatu Lawan Kebrutalan Israel,27,November,2023,"Presiden Turki Recep Tayyip Erdogan Presiden Iran Ebrahim Raisi Turki Iran mengambil `` sikap bersatu '' melawan `` kebrutalan '' Israel warga Palestina.Hal Erdogan pembicaraan via telepon membahas `` serangan-serangan melanggar hukum Israel Gaza , upaya bantuan kemanusiaan Palestina , langkah-langkah diambil mencapai gencatan senjata permanen wilayah . '' Direktorat Komunikasi Turki , diberitakan Al Arabiya , Senin . `` panggilan telepon , Presiden Erdogan menyuarakan dunia Islam , Turki Iran , mengambil sikap bersatu melawan kebrutalan Israel tanah Palestina , '' Direktorat Komunikasi Turki pernyataannya . Erdogan `` Iran Turki menjaga kerja menjadikan gencatan senjata permanen mencapai perdamaian permanen . `` Raisi panggilan telepon , AS hak campur tangan mengambil keputusan rakyat Gaza . `` Rakyat Gaza , Hamas , pemerintahan sah legal dihasilkan suara publik , memutuskan Gaza , Amerika hak campur tangan mengambil keputusan rakyat Gaza , tindakan ambil gagal , '' Raisi dilaporkan kantor berita resmi Iran , IRNA.Simak Video : Lakukan Genosida , Israel Dilaporkan Mahkamah Internasional ! Halaman 1 2 recep tayyip erdogan perang hamas vs israel hamas vs israel hamas israel iran turkiSejak pecahnya perang Israel Hamas 7 Oktober , Erdogan mengambil sikap Israel . menyebut Israel `` negara teror '' .Erdogan pertengahan November , pemerintah Turki mengambil langkah-langkah pemimpin politik militer `` kejam '' membantai orang-orang Gaza , diadili pengadilan internasional . `` Israel pembantaian , negara dianggap 'negara teroris dikutuk universal ' dunia , '' cetusnya dilaporkan media Turki , Anadolu .",https://news.detik.com/internasional/d-7059133/erdogan-ingin-turki-iran-bersatu-lawan-kebrutalan-israel,0
"Gencatan Senjata di Gaza, Israel Terus Operasi Militer di Tepi Barat",27,November,2023,"Pasukan Israel melancarkan operasi militer wilayah Tepi Barat , gencatan senjata Jalur Gaza Jumat . delapan warga Palestina , anak , dilaporkan tewas rentetan operasi militer Israel wilayah Tepi Barat pekan.Seperti dilansir Al Jazeera , Senin , video diposting media sosial , diverifikasi badan pemeriksa fakta Sanad Al Jazeera , pasukan Israel operasi militer malam Tepi Barat , pertukaran sandera tahanan berlangsung.Diketahui gencatan senjata Jalur Gaza , Hamas bertahap membebaskan sandera Israel warga negara asing Tel Aviv membebaskan tahanan Palestina penjara-penjara wilayahnya . Laporan-laporan diterima Al Jazeera menyebut ambulans dicegah pasukan Israel mencapai kamp pengungsi Aqbat Jabr Jericho , Tepi Barat , membantu warga Palestina terluka . informasi langsung korban luka kamp pengungsi itu.Pasukan Israel dilaporkan menyerbu desa Jaba area Jenin , terletak utara Tepi Barat . video pasukan Israel menyerbu area al-Bathan , sebelah timur Nablus , kota Beitunia Ramallah.Rentetan operasi militer Israel dilaporkan area Tepi Barat pekan . laporan Kementerian Kesehatan Palestina , dikutip Al Jazeera , menyebut pasukan Israel menewaskan delapan warga Palestina tewas operasi militer Tepi Barat.Disebutkan Kementerian Kesehatan Palestina pasukan Israel menembak mati warga Palestina kota Jenin Sabtu malam Minggu . warga Palestina , Kementerian Kesehatan Palestina , tewas area Tepi Barat.Sekitar enam warga Palestina mengalami luka-luka operasi militer Israel Jenin.Simak berita selengkapnya halaman . Halaman 1 2 israel militer israel tepi barat gencatan senjata gaza jalur gaza palestinaKantor berita Palestina , WAFA , melaporkan pasukan Israel menyerbu Jenin 'dari arah , menembakkan peluru mengepung rumah-rumah sakit pemerintah markas Komunitas Sabit Merah ' . Kantor juru bicara militer Israel menyelidiki laporan tersebut.Dengan tambahan delapan kematian Tepi Barat pekan , total warga Palestina tewas Tepi Barat perang berkecamuk Jalur Gaza 7 Oktober bertambah 239 orang . 3.000 orang ditangkap Israel operasi-operasi militer Tepi Barat . Penyerbuan operasi militer Israel Tepi Barat gencatan senjata Jalur Gaza . Gencatan senjata Jumat jeda pertempuran perang Israel Hamas berkecamuk tujuh pekan terakhir.Nyaris 15.000 orang , 6.000 anak , tewas akibat rentetan serangan Israel Jalur Gaza . 1.200 orang , warga sipil , tewas akibat serangan Hamas Oktober , memicu gempuran henti Israel daerah kantong Palestina tersebut.Lebih 240 orang , warga negara asing , dilaporkan disandera Hamas serangan ditahan Jalur Gaza.Dalam kesepakatan gencatan senjata , Hamas membebaskan 50 sandera bertahap Israel membebaskan 150 tahanan Palestina , bertahap , penjara-penjaranya .",https://news.detik.com/internasional/d-7059039/gencatan-senjata-di-gaza-israel-terus-operasi-militer-di-tepi-barat,0
"Duh! Duit-duit di Gaza Disita Tentara Israel, Nilainya Rp 20 Miliar",27,November,2023,"Tentara penjajahan Israel bertugas menghancurkan jalur Gaza , menyita uang tunai . Kementerian Pertahanan Israel.Melansir Times of India , Senin Kementerian Pertahanan Negara Zionis mengumumkan berhasil menyita uang tunai juta shekel senilai US $ 1,3 juta . setara Rp 20,1 miliar .Selain mata uang shekel , tentara penjajah mengambil uang mata uang asing . , dinar Irak , dolar AS , dinar Yordania . , uang dihitung divisi keuangan Kementerian Pertahanan disimpan kas negara.Sementara , Kepala Staf Angkatan Pertahanan Israel Letjen Herzi Halevi pasukan Gaza perang melawan Hamas dilanjutkan gencatan senjata . menyelamatkan puluhan sandera ditahan Hamas . `` IDF tentaranya berjuang keras melindungi kehidupan rakyat menjunjung nilai-nilai militer . berusaha membebaskan sandera , anak-anak gencatan senjata , '' tulis Halevi.Sementara , Menteri Pertahanan Israel Yoav Gallant pasukan IDF meninggalkan daerah tawanan tersisa dikembalikan . `` menghentikan perang mencapai situasi mengembalikan sandera , '' .",https://finance.detik.com/berita-ekonomi-bisnis/d-7059032/duh-duit-duit-di-gaza-disita-tentara-israel-nilainya-rp-20-miliar,0
"Gencatan Senjata di Gaza Masuki Hari ke-4, Bakal Diperpanjang?",27,November,2023,"Gencatan senjata 4 Israel Hamas memasuki 24 jam Senin . , pembicaraan potensi perpanjangan gencatan senjata dilaporkan , Hamas mengisyaratkan kesediaan memperpanjang jeda kemanusiaan membebaskan sandera.Seperti dilansir Al Arabiya , Senin , gencatan senjata Jumat berhasil dipertahankan pekan , puluhan sandera dibebaskan Hamas 100 tahanan Palestina dibebaskan penjara-penjara Israel.Sorotan gencatan senjata diperpanjang dijadwalkan Selasa pagi besok , sesuai kesepakatan dicapai Israel Hamas pekan mediasi Qatar Mesir , Amerika Serikat . `` tujuan , tujuan , menjaga jeda sandera dibebaskan bantuan kemanusiaan disalurkan membutuhkan Gaza , '' Presiden AS Joe Biden pernyataan Minggu .Biden pertempuran dihentikan 'selama tahanan dibebaskan ' . `` kawasan mencari , sandera dibebaskan ... Hamas menguasai Gaza , '' ujarnya.Hamas Isyaratkan Bersedia Perpanjang Gencatan SenjataKelompok Hamas menguasai Jalur Gaza , mengisyaratkan kesediaan memperpanjang gencatan senjata Israel . sumber Hamas , kelompok militan Palestina memberitahu mediator terbuka memerpanjang gencatan senjata . `` Hamas memberitahu mediator gerakan perlawanan bersedia memperpanjang gencatan senjata , '' sumber dikutip AFP , Minggu . `` Perlawanan pembebasan 20 40 tahanan Israel , '' imbuh sumber , merujuk sandera Israel ditahan Hamas serangan 7 Oktober lalu.Simak berita selengkapnya halaman . Halaman 1 2 gencatan senjata gaza jalur gaza gaza hamas israel hamas vs israel perang hamas vs israelInformasi Al Jazeera mengutip laporan kantor berita Reuters . laporan Reuters Hamas mengumumkan berupaya memperpanjang gencatan senjata Israel upaya serius menambah tahanan Palestina dibebaskan Tel Aviv.Dalam kesepakatan dimediasi Qatar Mesir pekan , Israel Hamas setuju menghentikan pertempuran Jalur Gaza , terhitung Jumat pekan , pembebasan sandera bertahap . Berdasarkan kesepakatan , Hamas membebaskan 50 sandera , perempuan anak-anak , bertahap gencatan senjata . imbalannya , Israel membebaskan total 150 tahanan Palestina , tahanan perempuan anak-anak , penjaranya.Namun kesepakatan mekanisme memperpanjang gencatan senjata , 10 sandera tambahan Israel dibebaskan harinya . Salah faktor berpotensi memperumit kenyataan sandera diyakini ditahan kelompok militan Hamas.Kabinet Perang Israel Bahas Potensi Perpanjang Gencatan SenjataIsrael , sisi , menghadapi tekanan keluarga sandera , negara-negara sekutunya , memperpanjang gencatan senjata mengamankan pembebasan sandera Jalur Gaza.Salah tekanan Prancis , warganya disandera Hamas serangan Israel Oktober . Menteri Negeri Prancis Catherine Colonna 'akan , bermanfaat ' memperpanjang gencatan senjata sandera , warga Prancis , dibebaskan.Belum tanggapan resmi Israel seruan gencatan senjata diperpanjang . sumber Israel , enggan namanya , CNN kabinet perang Israel , rapat Minggu , membahas memperpanjang gencatan senjata Hamas.Disebutkan sumber syarat perpanjangan gencatan senjata berubah kesepakatan , Hamas membebaskan 10 sandera tambahan tambahan gencatan senjata Jalur Gaza.Sejauh , pernyataan resmi gencatan senjata Jalur Gaza diperpanjang . Sesuai kesepakatan , gencatan senjata Senin .",https://news.detik.com/internasional/d-7058734/gencatan-senjata-di-gaza-masuki-hari-ke-4-bakal-diperpanjang,0
"Hari ke-4 Gencatan Senjata Gaza, Total 175 Sandera-Tahanan Dibebaskan",27,November,2023,"Gencatan senjata Jalur Gaza Israel Hamas memasuki keempat Senin . gencatan senjata berhasil dipertahankan , puluhan sandera dibebaskan Hamas 100 tahanan Palestina dibebaskan penjara-penjara Israel.Seperti dilansir Al Jazeera , Senin , Israel Hamas pertukaran tahanan sandera gencatan senjata Jalur Gaza Jumat . Sesuai kesepakatan , gencatan senjata Senin .Laporan Al Jazeera menyebut kurun gencatan senjata , total 175 orang dibebaskan . Angka 58 orang disandera Hamas 117 warga Palestina dibebaskan penjara-penjara Israel . didata rinci , Al Jazeera , 39 sandera Israel dibebaskan Hamas bertahap kelompok , 13 orang harinya.Para sandera Israel dibebaskan Hamas gencatan senjata perempuan , warga usia , anak-anak.Belasan sandera dibebaskan Hamas 17 warga negara Thailand , warga negara Filipina sandera berkewarganegaraan Rusia-Israel.Hamas , pernyataannya , menyebut warga Rusia-Israel bernama Ron Krivoy dibebaskan 'sebagai tanggapan upaya Presiden Vladimir Putin ' 'dukungannya perjuangan Palestina'.Selain sandera Hamas , total 117 tahanan Palestina dibebaskan Israel penjara wilayahnya . gencatan senjata Jumat , Israel membebaskan 39 tahanan Palestina harinya imbalan pembebasan sandera Hamas Jalur Gaza.Simak berita selengkapnya halaman berikutnya.Simak Video : Jurnalis Palestina Motaz Azaiza 'Man of the Year ' Majalah GQ Halaman 1 2 hamas israel jalur gaza gaza gencatan senjata gazaPara tahanan Palestina kebanyakan dibawa Tepi Barat dibawa Yerusalem Timur dibebaskan Israel . laporan otoritas Palestina , 3.200 warganya ditangkap Israel wilayah Tepi Barat perang berkecamuk Jalur Gaza Oktober lalu.Dalam kesepakatan dimediasi Qatar Mesir , Israel Hamas setuju menghentikan pertempuran Jalur Gaza , terhitung Jumat pekan , pembebasan sandera bertahap . Berdasarkan kesepakatan , Hamas membebaskan 50 sandera , perempuan anak-anak , bertahap gencatan senjata . imbalannya , Israel membebaskan total 150 tahanan Palestina , tahanan perempuan anak-anak , penjaranya.Kesepakatan gencatan senjata kemanusiaan mencakup masuknya ratusan truk pengangkut bantuan kemanusiaan medis wilayah Jalur Gaza terkecuali.Sementara , rencana pembebasan sandera Senin , laporan media Israel menyebut otoritas Tel Aviv menerima daftar sandera dibebaskan Hamas.Hamas dilaporkan menyandera 240 orang , warga negara asing , menyerang Israel mengejutkan 7 Oktober . 1.200 orang , warga sipil , tewas akibat serangan Hamas tersebut.Israel melancarkan serangan udara , darat laut Jalur Gaza merespons serangan Hamas . Laporan otoritas kesehatan Gaza menyebut 15.000 orang tewas akibat rentetan serangan Israel tujuh pekan .",https://news.detik.com/internasional/d-7058480/hari-ke-4-gencatan-senjata-gaza-total-175-sandera-tahanan-dibebaskan,0
